"AccountRef.value","AccountRef.name","PaymentType","EntityRef.value","EntityRef.name","EntityRef.type","Credit","TotalAmt","PurchaseEx.any[0].name","PurchaseEx.any[0].declaredType","PurchaseEx.any[0].scope","PurchaseEx.any[0].value.Name","PurchaseEx.any[0].value.Value","PurchaseEx.any[0].nil","PurchaseEx.any[0].globalScope","PurchaseEx.any[0].typeSubstituted","domain","sparse","Id","SyncToken","MetaData.CreateTime","MetaData.LastUpdatedTime","DocNumber","TxnDate","DepartmentRef.value","DepartmentRef.name","CurrencyRef.value","CurrencyRef.name","PrivateNote","RemitToAddr.Id","RemitToAddr.Line1","PrintStatus","RemitToAddr.City","RemitToAddr.CountrySubDivisionCode","RemitToAddr.PostalCode","RemitToAddr.Line2","RemitToAddr.Line3","RemitToAddr.Line4","PaymentMethodRef.value","RemitToAddr.Line5","RecurDataRef.value","status","RemitToAddr.Country"
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"46.56",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37617","0","2025-02-27T18:16:39-08:00","2025-02-27T18:16:39-08:00",,"2025-02-21","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #11890,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"65.83",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37618","0","2025-02-27T18:17:16-08:00","2025-02-27T18:17:16-08:00",,"2025-02-21","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #73609,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"89.1",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37619","0","2025-02-27T18:17:46-08:00","2025-02-27T18:17:46-08:00",,"2025-02-22","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #2557,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"93.1",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37620","0","2025-02-27T18:19:21-08:00","2025-02-27T18:19:21-08:00",,"2025-02-22","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #15259,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"88.39",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37621","0","2025-02-27T18:22:23-08:00","2025-02-27T18:22:23-08:00",,"2025-02-23","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #73726,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"88.9",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37622","0","2025-02-27T18:23:15-08:00","2025-02-27T18:23:15-08:00",,"2025-02-23","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #15445,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"104.01",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37623","0","2025-02-27T18:28:34-08:00","2025-02-27T18:28:34-08:00",,"2025-02-17","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"90.55",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37624","0","2025-02-27T18:29:14-08:00","2025-02-27T18:29:14-08:00",,"2025-02-20","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"56.08",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37625","0","2025-02-27T18:29:51-08:00","2025-02-27T18:29:51-08:00",,"2025-02-21","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"52.51",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37626","0","2025-02-27T18:30:21-08:00","2025-02-27T18:30:21-08:00",,"2025-02-21","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,,,,False,"59.64",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37627","0","2025-02-27T18:36:48-08:00","2025-02-27T18:36:48-08:00",,"2025-02-07","2",Kohala Zipline,USD,United States Dollar,HOUSEMART KAMUELA ACE/ - 3567,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"615",New York Times,Vendor,False,"24.04",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37671","1","2025-03-01T05:10:46-08:00","2025-03-28T15:14:35-07:00",,"2025-03-01","1",Hawaii Forest & Trail,USD,United States Dollar,,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"688",Stamps.com,Vendor,False,"20.89",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37670","1","2025-03-01T05:10:46-08:00","2025-03-28T15:12:35-07:00",,"2025-03-01","1",Hawaii Forest & Trail,USD,United States Dollar,,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"74.55",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37723","0","2025-03-04T15:49:04-08:00","2025-03-04T15:49:04-08:00",,"2025-03-01","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"91.8",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37724","0","2025-03-04T15:49:40-08:00","2025-03-04T15:49:40-08:00",,"2025-03-01","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"44.77",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37725","0","2025-03-04T15:51:15-08:00","2025-03-04T15:51:15-08:00",,"2025-02-21","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO WHSE #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"36.64",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37726","1","2025-03-04T15:54:49-08:00","2025-07-30T19:05:36-07:00",,"2025-02-20","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO WHSE #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"96.15",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37727","0","2025-03-04T15:59:51-08:00","2025-03-04T15:59:51-08:00",,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"92.6",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37728","0","2025-03-04T16:00:21-08:00","2025-03-04T16:00:21-08:00",,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"23.9",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37729","0","2025-03-04T16:00:54-08:00","2025-03-04T16:00:54-08:00",,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"78.3",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37730","0","2025-03-04T16:01:21-08:00","2025-03-04T16:01:21-08:00",,"2025-02-27","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"89.35",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37731","0","2025-03-04T16:02:02-08:00","2025-03-04T16:02:02-08:00",,"2025-02-27","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"81.2",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37732","0","2025-03-04T16:02:35-08:00","2025-03-04T16:02:35-08:00",,"2025-02-25","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"87.15",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37733","0","2025-03-04T16:03:46-08:00","2025-03-04T16:03:46-08:00",,"2025-02-28","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"80.65",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37734","0","2025-03-04T16:04:39-08:00","2025-03-04T16:04:39-08:00",,"2025-02-28","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"258",KTA,Vendor,False,"18.83",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37735","0","2025-03-04T16:06:37-08:00","2025-03-04T16:06:37-08:00",,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,KTA SUPER STORES 02 KAILUA-KONA HI,,,,,,,,,,,,,,
"124",HFT Client Trust Account,Check,"351",Bank of Hawaii Bank Acct.,Vendor,,"76.17",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37758","1","2025-03-05T12:49:19-08:00","2025-03-20T19:44:59-07:00",,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,,"156",,NotSet,Bank of,HI,,,,,,,,,
"191",KOZI Client Trust Account,Check,"896",KBank of Hawaii {Loan Center},Vendor,,"88.43",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37771","0","2025-03-05T13:12:43-08:00","2025-03-05T13:12:43-08:00",,"2025-02-26","2",Kohala Zipline,USD,United States Dollar,,"400",Bank of Hawaii,NotSet,Honolulu,HI,"96803",BankOH Loan Center,PO Box 2715,,,,,,
"193",KOZI Wire Account,Check,,,,,"10.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37798","1","2025-03-05T13:40:46-08:00","2025-03-20T19:44:42-07:00",SVCCHRG,"2025-02-18","2",Kohala Zipline,USD,United States Dollar,Service Charge,,,NotSet,,,,,,,,,,,
"125",HFT Operating Account,Check,"516",Intuit,Vendor,,"147.35",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37799","0","2025-03-05T14:06:24-08:00","2025-03-05T14:06:24-08:00",,"2025-02-03","1",Hawaii Forest & Trail,USD,United States Dollar,QB Online,"238","21650 Oxnard St.",NotSet,Woodland Hills,CA,"91367",Ste 2200,,,,,,,
"125",HFT Operating Account,Check,"516",Intuit,Vendor,,"147.35",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37800","2","2025-03-05T14:06:43-08:00","2025-04-28T13:22:48-07:00",Online,"2025-03-03","1",Hawaii Forest & Trail,USD,United States Dollar,QB Online,"238","21650 Oxnard St.",NotSet,Woodland Hills,CA,"91367",Ste 2200,,,,,,,
"125",HFT Operating Account,Check,"516",Intuit,Vendor,,"0.14",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37801","0","2025-03-05T14:09:35-08:00","2025-03-05T14:09:35-08:00",,"2025-02-10","1",Hawaii Forest & Trail,USD,United States Dollar,Acct Verify,"238","21650 Oxnard St.",NotSet,Woodland Hills,CA,"91367",Ste 2200,,,,,,,
"125",HFT Operating Account,Check,,,,,"112.24",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37803","1","2025-03-05T14:21:51-08:00","2025-03-20T19:45:19-07:00",SVCCHRG,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,Service Charge,,,NotSet,,,,,,,,,,,
"192",KOZI Operating Account,Check,,,,,"93.46",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37813","1","2025-03-05T15:01:29-08:00","2025-03-20T19:45:38-07:00",SVCCHRG,"2025-02-26","2",Kohala Zipline,USD,United States Dollar,Service Charge,,,NotSet,,,,,,,,,,,
"192",KOZI Operating Account,Check,"999",KJohn Hancock,Vendor,,"521.62",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37816","1","2025-03-05T15:06:41-08:00","2025-05-13T18:31:57-07:00",Online,"2025-02-24","2",Kohala Zipline,USD,United States Dollar,,"10367",John Hancock,NotSet,,,,John Hancock,,,,,,,
"125",HFT Operating Account,Check,"402",Costco,Vendor,,"908.36",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"37825","0","2025-03-05T15:46:29-08:00","2025-03-05T15:46:29-08:00","21864","2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,"Beverage, Trail Mix, Snacks","176","73-5600 Maiau Street",NotSet,Kailua-Kona,HI,"96740",,,,,,,,
"37",Citi Card COSTCO,CreditCard,"240",FARM & GARDEN,Vendor,False,"425.08",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37911","0","2025-03-06T14:09:23-08:00","2025-03-06T14:09:23-08:00",,"2025-02-14","1",Hawaii Forest & Trail,USD,United States Dollar,FARM AND GARDEN KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"670",Safeway,Vendor,False,"14.95",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37912","0","2025-03-06T14:12:24-08:00","2025-03-06T14:12:24-08:00",,"2025-03-03","1",Hawaii Forest & Trail,USD,United States Dollar,SAFEWAY #1117 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"73.38",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37913","0","2025-03-06T14:14:47-08:00","2025-03-06T14:14:47-08:00",,"2025-02-10","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"90.94",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37914","0","2025-03-06T14:15:33-08:00","2025-03-06T14:15:33-08:00",,"2025-02-16","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"45.96",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37915","0","2025-03-06T14:16:07-08:00","2025-03-06T14:16:07-08:00",,"2025-02-26","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"27.8",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37916","0","2025-03-06T14:17:11-08:00","2025-03-06T14:17:11-08:00",,"2025-03-02","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"24.85",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37917","0","2025-03-06T14:18:03-08:00","2025-03-06T14:18:03-08:00",,"2025-03-02","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"18.2",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37918","0","2025-03-06T14:18:34-08:00","2025-03-06T14:18:34-08:00",,"2025-03-02","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"88.25",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37919","0","2025-03-06T14:19:07-08:00","2025-03-06T14:19:07-08:00",,"2025-03-02","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"26.7",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37920","0","2025-03-06T14:19:33-08:00","2025-03-06T14:19:33-08:00",,"2025-03-02","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"83.15",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37921","0","2025-03-06T14:19:59-08:00","2025-03-06T14:19:59-08:00",,"2025-03-03","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"84.21",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37922","0","2025-03-06T14:20:30-08:00","2025-03-06T14:20:30-08:00",,"2025-03-03","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"597",Mercedes Benz Financial{autopay},Vendor,False,"680.31",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37924","0","2025-03-06T14:44:41-08:00","2025-03-06T14:44:41-08:00",,"2025-03-03","1",Hawaii Forest & Trail,USD,United States Dollar,MERCEDES-BENZ OF HONOL - 6677,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"518",Island CPR,Vendor,False,"562.29",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37925","0","2025-03-06T14:46:43-08:00","2025-03-06T14:46:43-08:00",,"2025-02-27","1",Hawaii Forest & Trail,USD,United States Dollar,ISLAND CPR - 4639,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"1172",Credit Card Vendor,Vendor,False,"549.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37926","0","2025-03-06T14:49:33-08:00","2025-03-06T14:49:33-08:00",,"2025-03-01","1",Hawaii Forest & Trail,USD,United States Dollar,SP DWARFLAB - 4639,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"976",KHigh Country Hardware,Vendor,False,"136.46",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37927","0","2025-03-06T14:53:35-08:00","2025-03-06T14:53:35-08:00",,"2025-02-27","2",Kohala Zipline,USD,United States Dollar,SP HIGH COUNTRY HARD - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1098",KTreeStuff,Vendor,False,"895.49",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37928","0","2025-03-06T14:56:44-08:00","2025-03-06T14:56:44-08:00",,"2025-02-27","2",Kohala Zipline,USD,United States Dollar,TREESTUFF - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"83.01",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37930","1","2025-03-06T15:29:34-08:00","2025-03-18T19:40:08-07:00",,"2025-03-01","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"93.79",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37931","1","2025-03-06T15:30:24-08:00","2025-03-18T19:41:29-07:00",,"2025-03-05","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"505",Home Depot,Vendor,False,"70.53",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37941","1","2025-03-06T16:43:04-08:00","2025-07-30T19:05:36-07:00",,"2025-02-27","1",Hawaii Forest & Trail,USD,United States Dollar,THE HOME DEPOT #1704 - 4639,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"447",Facebook,Vendor,False,"942.41",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"37943","0","2025-03-06T17:01:42-08:00","2025-03-06T17:01:42-08:00",,"2025-02-27","2",Kohala Zipline,USD,United States Dollar,FACEBK *2BXUXLCQP2 - 2436,,,,,,,,,,,,,,
