"Id","Description","Amount","DetailType","AccountBasedExpenseLineDetail.ClassRef.value","AccountBasedExpenseLineDetail.ClassRef.name","AccountBasedExpenseLineDetail.AccountRef.value","AccountBasedExpenseLineDetail.AccountRef.name","AccountBasedExpenseLineDetail.BillableStatus","AccountBasedExpenseLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","AccountBasedExpenseLineDetail.CustomerRef.value","AccountBasedExpenseLineDetail.CustomerRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","ProjectRef.value","AccountBasedExpenseLineDetail.MarkupInfo.Percent","Parent_Entity"
"1",UBER *TRIP - 4639,"11.98",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39399","2025-03-05",,,,,,,,Purchase
"1","IN *LOREN BILLINGTON, - 4397","1445.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"94",Premise,Billable,NON,"39400","2025-03-05",,"117",ROBCIN,"39401",ReimburseCharge,,"0.0",Purchase
"1",PRINCE HOTELS - 4133,"72.82",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39402","2025-03-06",,,,,,,,Purchase
"1",UBER *TRIP - 4639,"15.93",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39406","2025-03-13",,,,,,,,Purchase
"1",UBER *TRIP - 4639,"5.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39407","2025-03-13",,,,,,,,Purchase
"1",SP KLANI - 6677,"3880.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,HasBeenBilled,NON,"39410","2025-03-15",,"116",RETAIL STORE,"40535",ReimburseCharge,,"0.0",Purchase
"1",WAVE - *ADHD ADVENTUR - 5484,"652.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"87",Outside Services,NotBillable,NON,"39425","2025-04-04",,,,,,,,Purchase
"1",,"100.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"117",Bank Fees,NotBillable,NON,"39449","2025-04-03",Bank,,,,,,,Purchase
"1",MS KOHANAIKI KAILUA-KONA HI,"93.65",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39502","2025-03-23",,,,,,,,Purchase
"1",MS KOHANAIKI KAILUA-KONA HI,"100.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39503","2025-03-23",,,,,,,,Purchase
"1",,"73.68",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"39510","2025-04-04",,,,,,,,Purchase
"2",Intuit Dues,"73.67",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,HasBeenBilled,NON,"39510","2025-04-04",,"63",Kohala Zipline LLC,"39511",ReimburseCharge,,"0.0",Purchase
"1",MERCEDES-BENZ OF HONOL - 4397,"517.97",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"39549","2025-03-26",,,,,,,,Purchase
"1",Hawaii Public Radio Un,"563.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"39550","2025-03-03",,,,,,,,Purchase
"1",Hawaii Public Radio Un,"563.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"39551","2025-04-01",,,,,,,,Purchase
"1",SQ *COLETTES CUSTOM FR,"318.91",AccountBasedExpenseLineDetail,"842100",HFTCO,"147",Payroll Related Expenses,NotBillable,NON,"39552","2025-04-05",,,,,,,,Purchase
"1",READY 2 TALK - 4639,"991.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"39558","2025-03-26",,,,,,,,Purchase
"2",Refund for Overpayment #119847,"900.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"14",Accounts Receivable,NotBillable,NON,"39608","2025-04-08","21994","111",PRA Events Inc,,,,,Purchase
"1",,"12.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"155",Credit Card Fees,NotBillable,NON,"39682","2025-04-11",,"1212",Island of Hawaii Visitors Bureau (IHVB),,,,,Purchase
"1",,"138.71",AccountBasedExpenseLineDetail,"842100",HFTCO,"155",Credit Card Fees,NotBillable,NON,"39684","2025-04-08",,"1211",Hawaii Tours and Activities LLC,,,,,Purchase
"1",Gross Wages,"27765.91",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"2",FICA-Social Security,"1721.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"3",FICA-Medicare,"402.61",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"4",Federal Unemployment,"0.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"5",State Unemployment,"280.44",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"6",Hawaii TDI,"83.48",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"7",EPLI,"69.41",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"8",Workers Comp,"414.87",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"9",Admin Fees,"0.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"10",T&A Fees,"0.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"11",Sales Tax,"0.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"12",Employee Deductions,-2166.76,AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"39688","2025-04-10","1798.70",,,,,,,Purchase
"1",Payment Received,"5633.34",AccountBasedExpenseLineDetail,"842100",HFTCO,"125",HFT Operating Account,NotBillable,NON,"39693","2025-04-09",,,,,,,,Purchase
"1",,"149.77",AccountBasedExpenseLineDetail,"842103",KOZICO,"101",General,NotBillable,NON,"39702","2025-04-09","11461",,,,,,,Purchase
"1",,"30.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"113",Licenses & Permits,NotBillable,NON,"39860","2025-04-18",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"24.85",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39870","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"87.25",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39871","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"86.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39872","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"40.55",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39873","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"59.8",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39874","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"28.45",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39875","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"44.95",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39876","2025-04-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"35.05",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39877","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"5.65",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39878","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"39.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39879","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"31.65",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39880","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"74.3",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39881","2025-04-05",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"93.8",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39882","2025-04-05",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"26.65",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39883","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"71.68",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39884","2025-04-06",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"71.47",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39885","2025-04-06",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"29.39",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39886","2025-04-07",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"91.53",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39887","2025-04-08",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.76",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39888","2025-04-08",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"82.22",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39889","2025-04-07",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"88.34",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39890","2025-04-07",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.12",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39891","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"66.9",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39892","2025-04-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"82.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39893","2025-04-09",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"88.05",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39894","2025-04-09",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"76.46",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39895","2025-04-14",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.85",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39896","2025-04-14",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"29.4",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39897","2025-04-11",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.3",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39898","2025-04-11",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"79.65",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39899","2025-04-11",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"83.78",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39900","2025-04-15",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"89.95",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39901","2025-04-12",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"79.25",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39902","2025-04-12",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"79.74",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39903","2025-04-15",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"73.35",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39904","2025-04-13",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"85.25",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39905","2025-04-13",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"32.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39906","2025-04-13",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"91.35",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39907","2025-04-10",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"82.55",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"39908","2025-04-10",,,,,,,,Purchase
"1",THE HOME DEPOT #1704 - Toilet Seat Cover,"41.86",AccountBasedExpenseLineDetail,"842103",KOZICO,"94",Premise,NotBillable,NON,"39909","2025-04-08",,,,,,,,Purchase
"1",THE HOME DEPOT #1704 - 4639 Bolt Cutter,"34.52",AccountBasedExpenseLineDetail,"842100",HFTCO,"95",Trail & Road,NotBillable,NON,"39910","2025-04-14",,,,,,,,Purchase
"1",THE HOME DEPOT #1704 KAILUA KONA HI,"15.66",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"39911","2025-04-11",,,,,,,,Purchase
"1",THE HOME DEPOT #1704 KAILUA KONA HI,"73.63",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"39912","2025-04-10",,,,,,,,Purchase
"1",THE HOME DEPOT #1704 KAILUA KONA HI,"31.39",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"39913","2025-04-11",,,,,,,,Purchase
"1",STEALTH AUDIO - 9187  PA System,"698.87",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"39915","2025-04-12",,,,,,,,Purchase
"1",OFFICEMAX/DEPOT 6780 - 9187  Office Paper Supplies,"145.44",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"39916","2025-04-16",,,,,,,,Purchase
"1",ALOHAXXXXXXXXXXXXQPS - 3567,"77.02",AccountBasedExpenseLineDetail,"842103",KOZICO,"156",Fuel,NotBillable,NON,"39918","2025-04-04",,,,,,,,Purchase
"1",FARM AND GARDEN - 9187  Scag Blade,"133.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"93",Equipment,NotBillable,NON,"39919","2025-04-09",,,,,,,,Purchase
"1",HUALALAI MILLER LUX - Owner/Builder New Zip Deal,"2257.59",AccountBasedExpenseLineDetail,"842103",KOZICO,"112",Meals & Entertainment,NotBillable,NON,"39920","2025-04-04",,,,,,,,Purchase
"1",TARGET 00024125 - 9187,"49.97",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"39921","2025-04-08",,,,,,,,Purchase
"1",USPS POXXXXXXXXXXX - 3567 - Return guest camera,"5.85",AccountBasedExpenseLineDetail,"842103",KOZICO,"118",Postage & Delivery,NotBillable,NON,"39923","2025-04-03",,,,,,,,Purchase
"1",SUNSHINE TRUE VALUE HA - 4639,"12.34",AccountBasedExpenseLineDetail,"842100",HFTCO,"93",Equipment,NotBillable,NON,"39964","2025-02-06",,,,,,,,Purchase
"1",FEDEXXXXXXXXX1365 - 9971,"68.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39966","2025-04-02",,,,,,,,Purchase
"1",FEDEXXXXXXXXX0750 - 9971,"51.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39967","2025-04-02",,,,,,,,Purchase
"1",PURCHASE ADJUSTMENT - 9971,"68.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39968","2025-04-05",,,,,,,,Purchase
"1",,"941.23",AccountBasedExpenseLineDetail,"842100",HFTCO,"14",Accounts Receivable,NotBillable,NON,"39969","2025-04-16",Online,"1265",KMoxi Events,,,,,Purchase
"1",PURCHASE ADJUSTMENT - 9971,"68.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39970","2025-04-05",,,,,,,,Purchase
"1",Refund for Wind Closure CC Fees,"31.06",AccountBasedExpenseLineDetail,"842100",HFTCO,"155",Credit Card Fees,NotBillable,NON,"39971","2025-04-16",Online,"63",Kohala Zipline LLC,,,,,Purchase
"1",ADOBE *ADOBE - 5484,"20.93",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39973","2025-02-25",,,,,,,,Purchase
"1",WEB*NETWORKSOLUTIONS - 6677,"41.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39978","2025-02-18",,,,,,,,Purchase
"1",WEB*NETWORKSOLUTIONS - 6677,"66.56",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39979","2025-02-15",,,,,,,,Purchase
"1",EB *2025 TRAVEL WEEKLY,"195.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"39985","2025-02-14",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX04877  KOA-HNL,"29.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39988","2025-02-14",,,,,,,,Purchase
"1",CALL TRACKING METRICS - 9971,"90.9",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"39989","2025-02-03",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX04876 HNL-KOA,"29.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39991","2025-02-14",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX49968 KOA-HNL-KOA,"158.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39992","2025-02-14",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX51196 CP-KOA-HNL-KOA,"208.99",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39994","2025-02-14",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX51197 KOA-HNL-KOA,"208.99",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39995","2025-02-14",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX06017,"9.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39996","2025-02-14",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX06018,"9.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39997","2025-02-14",,,,,,,,Purchase
"1",,"1228.27",AccountBasedExpenseLineDetail,"842100",HFTCO,"57",Deferred Revenue (CC),NotBillable,NON,"39998","2025-04-10",,,,,,,,Purchase
"1",PRINCE HOTELS,"117.88",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,HasBeenBilled,NON,"39999","2025-02-15",,"63",Kohala Zipline LLC,"40579",ReimburseCharge,,"0.0",Purchase
"2",,"117.87",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"39999","2025-02-15",,,,,,,,Purchase
"1",PACIFIC BLUE CATCHM...,"290.63",AccountBasedExpenseLineDetail,"842100",HFTCO,"94",Premise,NotBillable,NON,"40000","2025-02-19",,,,,,,,Purchase
"1",Wikimedia,"17.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"116",Donations & Gifts,NotBillable,NON,"40001","2025-02-22",,,,,,,,Purchase
"1",UBER   *TRIP,"5.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40002","2025-02-27",,,,,,,,Purchase
"1",UBER   *TRIP,"47.03",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40003","2025-02-27",,,,,,,,Purchase
"1",UBER *TRIP HELP.UBER.C,"5.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40004","2025-02-27",,,,,,,,Purchase
"1",UBER   *TRIP,"10.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40005","2025-02-27",,,,,,,,Purchase
"1",UBER   *TRIP,"25.53",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40006","2025-02-27",,,,,,,,Purchase
"1",UBER   *TRIP,"11.99",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40007","2025-02-27",,,,,,,,Purchase
"1",SP WANDRD- Bag,"90.7",AccountBasedExpenseLineDetail,"847966",HFT3,"102",Outfitting,NotBillable,NON,"40008","2025-03-05",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX39549,"485.74",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,HasBeenBilled,NON,"40009","2025-03-07",,"63",Kohala Zipline LLC,"40578",ReimburseCharge,,"0.0",Purchase
"2",,"485.73",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40009","2025-03-07",,,,,,,,Purchase
"1",HAWAIIAN  XXXXXXXX88588- HNL- SFO-HNL,"58.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,HasBeenBilled,NON,"40010","2025-03-07",,"63",Kohala Zipline LLC,"40577",ReimburseCharge,,"0.0",Purchase
"2",,"58.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"40010","2025-03-07",,,,,,,,Purchase
"1",HELE 61089,"72.43",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"40011","2025-02-13",,,,,,,,Purchase
"1","SQ *POI DOG DELI, LLC","61.84",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"40012","2025-02-19",,,,,,,,Purchase
"1",OFFICEMAX/DEPOT 6780,"17.06",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"40013","2025-02-19",,,,,,,,Purchase
"1",AINAHUA FLORALS- flowers for Jenn,"94.24",AccountBasedExpenseLineDetail,"842100",HFTCO,"147",Payroll Related Expenses,NotBillable,NON,"40015","2025-02-25",,,,,,,,Purchase
"1",TST* ULTIMATE BURGER- Staff lunch,"101.98",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"40016","2025-03-04",,,,,,,,Purchase
"1",ADOBE  *ADOBE,"263.82",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"40017","2025-02-25",,,,,,,,Purchase
"1",YELPINC* 855-380-9357,"70.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,HasBeenBilled,NON,"40018","2025-03-01",,"63",Kohala Zipline LLC,"40019",ReimburseCharge,,"0.0",Purchase
"1",YELPINC* 855-380-9357,"75.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"40020","2025-03-01",,,,,,,,Purchase
"1",,"103427.63",AccountBasedExpenseLineDetail,"842100",HFTCO,"125",HFT Operating Account,NotBillable,NON,"40021","2025-04-21","1",,,,,,,Purchase
"1",Mailchimp,"229.32",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"40022","2025-02-21",,,,,,,,Purchase
"1",FH* KULANIAPIA FALLS,"476.08",AccountBasedExpenseLineDetail,"842100",HFTCO,"154",Access Fees,NotBillable,NON,"40023","2025-03-06",,"88",Kulaniapia Adventures,,,,,Purchase
"1",INTUIT *QuickBooks,"253.2",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"40024","2025-03-01",,,,,,,,Purchase
"1",KAM AVENUE,"4.59",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"40025","2025-03-03",,,,,,,,Purchase
"1",EHAWAII.GOV PMT - Palila Trail,"124.63",AccountBasedExpenseLineDetail,"842100",HFTCO,"154",Access Fees,NotBillable,NON,"40026","2025-03-10",,,,,,,,Purchase
"1",AMAZON MKTPL*GL7F84N23 screwdriver set,"25.12",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"40031","2025-04-18",,,,,,,,Purchase
"1",AMAZON MKTPL*P91CW3BT3- Ginger chews,"75.27",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"40032","2025-04-15",,,,,,,,Purchase
"1",AMAZON MKTPL*5K5O28WB3- wiper blades,"209.3",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"40036","2025-04-15",,,,,,,,Purchase
"1",Amazon.com*3C2FZ3KL3- Hot Cocoa,"85.71",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"40037","2025-04-14",,,,,,,,Purchase
"1",Amazon.com*C14EB75H3 Crayons,"48.17",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"40039","2025-04-02",,,,,,,,Purchase
"1",AMAZON MKTPL*7W6MW8UY3 Ginger Chimes,"62.72",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"40040","2025-04-01",,,,,,,,Purchase
"1",Amazon.com*VC0PW4KQ3 Hot Cocoa,"85.71",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"40041","2025-03-31",,,,,,,,Purchase
"1",AMAZON MKTPL*JT1B85O83 label tape,"10.36",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"40042","2025-03-25",,,,,,,,Purchase
"1",Amazon.com*HL8AO6IZ3 Hot cocoa,"85.71",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"40043","2025-03-17",,,,,,,,Purchase
