"Id","Amount","DetailType","JournalEntryLineDetail.PostingType","JournalEntryLineDetail.AccountRef.value","JournalEntryLineDetail.AccountRef.name","Parent_Id","TxnDate","DocNumber","JournalEntryLineDetail.Entity.Type","JournalEntryLineDetail.Entity.EntityRef.value","JournalEntryLineDetail.Entity.EntityRef.name","JournalEntryLineDetail.ClassRef.value","JournalEntryLineDetail.ClassRef.name","JournalEntryLineDetail.DepartmentRef.value","JournalEntryLineDetail.DepartmentRef.name","Description","ProjectRef.value","Parent_Entity"
"14","1244.92",JournalEntryLineDetail,Debit,"145",Payroll:Payroll Taxes:Owner,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"15","1237.4",JournalEntryLineDetail,Debit,"146",Payroll:Payroll Taxes:Sales,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"16","612.17",JournalEntryLineDetail,Debit,"144",Payroll:Payroll Taxes:Operations,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"17","4303.4",JournalEntryLineDetail,Debit,"167",Tours:Labor:Payroll Taxes:Guide,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"18","538.6",JournalEntryLineDetail,Debit,"168",Tours:Labor:Payroll Taxes:Warehouse,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"19","954.88",JournalEntryLineDetail,Debit,"147",Payroll:Payroll Related Expenses,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"20","6118.1",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41036","2025-04-15","2025041504",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","676.35",JournalEntryLineDetail,Credit,"50",Accrued Liabilities:Accrued Payroll,"41038","2025-04-24","2025042405",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Tracey Yager Final Check,,JournalEntry
"1","574.75",JournalEntryLineDetail,Debit,"164",Tours:Labor:Salaries & Wages:Guide,"41038","2025-04-24","2025042405",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Tracey Yager Final Check,,JournalEntry
"2","51.62",JournalEntryLineDetail,Debit,"167",Tours:Labor:Payroll Taxes:Guide,"41038","2025-04-24","2025042405",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Tracey Yager Final Check,,JournalEntry
"3","49.98",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41038","2025-04-24","2025042405",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Tracey Yager Final Check,,JournalEntry
"0","46590.8",JournalEntryLineDetail,Credit,"50",Accrued Liabilities:Accrued Payroll,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","28.57",JournalEntryLineDetail,Credit,"132",Payroll:Fringe Benefits:Admin,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"2","107.44",JournalEntryLineDetail,Credit,"135",Payroll:Fringe Benefits:Sales,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"3","220.32",JournalEntryLineDetail,Credit,"133",Payroll:Fringe Benefits:Operations,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"4","21.77",JournalEntryLineDetail,Credit,"188",Tours:Labor:Fringe Benefits:Fleet,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"5","486.36",JournalEntryLineDetail,Credit,"161",Tours:Labor:Fringe Benefits:Guide,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"6","2477.4",JournalEntryLineDetail,Debit,"137",Payroll:Salaries & Wages:Admin,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"7","4567.77",JournalEntryLineDetail,Debit,"141",Payroll:Salaries & Wages:Sales,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"8","3561.09",JournalEntryLineDetail,Debit,"139",Payroll:Salaries & Wages:Operations,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"9","6049.13",JournalEntryLineDetail,Debit,"190",Tours:Labor:Salaries & Wages:Fleet,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"10","22816.95",JournalEntryLineDetail,Debit,"164",Tours:Labor:Salaries & Wages:Guide,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"11","214.55",JournalEntryLineDetail,Debit,"143",Payroll:Payroll Taxes:Admin,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"12","401.93",JournalEntryLineDetail,Debit,"146",Payroll:Payroll Taxes:Sales,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"13","305.47",JournalEntryLineDetail,Debit,"144",Payroll:Payroll Taxes:Operations,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"14","684.87",JournalEntryLineDetail,Debit,"189",Tours:Labor:Payroll Taxes:Fleet,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"15","1966.96",JournalEntryLineDetail,Debit,"167",Tours:Labor:Payroll Taxes:Guide,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"16","656.48",JournalEntryLineDetail,Debit,"147",Payroll:Payroll Related Expenses,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"17","3752.66",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41039","2025-04-15","2025041505",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","4231.12",JournalEntryLineDetail,Debit,"95",General & Admin Expenses:Repairs & Maintenance:Trail & Road,"41043","2025-01-31","2025041506",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan 2025 HFT Trail Maintenance,,JournalEntry
"1","4231.12",JournalEntryLineDetail,Credit,"31",Accounts Payable,"41043","2025-01-31","2025041506",Vendor,"547",Kohala Zipline,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan 2025 HFT Trail Maintenance,,JournalEntry
"2","4231.12",JournalEntryLineDetail,Debit,"14",Accounts Receivable,"41043","2025-01-31","2025041506",Customer,"168",KHawaii Forest & Trail.,"842103",KOZICO,"2",Kohala Zipline,Jan 2025 HFT Trail Maintenance,,JournalEntry
"3","4231.12",JournalEntryLineDetail,Credit,"190",Tours:Labor:Salaries & Wages:Fleet,"41043","2025-01-31","2025041506",,,,"842103",KOZICO,"2",Kohala Zipline,Jan 2025 HFT Trail Maintenance,,JournalEntry
"0","2727.08",JournalEntryLineDetail,Debit,"95",General & Admin Expenses:Repairs & Maintenance:Trail & Road,"41045","2025-02-28","2025022805",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb 2025 HFT Trail Maintenance,,JournalEntry
"1","2727.08",JournalEntryLineDetail,Credit,"31",Accounts Payable,"41045","2025-02-28","2025022805",Vendor,"547",Kohala Zipline,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb 2025 HFT Trail Maintenance,,JournalEntry
"2","2727.08",JournalEntryLineDetail,Debit,"14",Accounts Receivable,"41045","2025-02-28","2025022805",Customer,"168",KHawaii Forest & Trail.,"842103",KOZICO,"2",Kohala Zipline,Feb 2025 HFT Trail Maintenance,,JournalEntry
"3","2727.08",JournalEntryLineDetail,Credit,"190",Tours:Labor:Salaries & Wages:Fleet,"41045","2025-02-28","2025022805",,,,"842103",KOZICO,"2",Kohala Zipline,Feb 2025 HFT Trail Maintenance,,JournalEntry
"0","3547.33",JournalEntryLineDetail,Debit,"95",General & Admin Expenses:Repairs & Maintenance:Trail & Road,"41046","2025-03-31","2025033109",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar 2025 HFT Trail Maintenance,,JournalEntry
"1","3547.33",JournalEntryLineDetail,Credit,"31",Accounts Payable,"41046","2025-03-31","2025033109",Vendor,"547",Kohala Zipline,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar 2025 HFT Trail Maintenance,,JournalEntry
"2","3547.33",JournalEntryLineDetail,Debit,"14",Accounts Receivable,"41046","2025-03-31","2025033109",Customer,"168",KHawaii Forest & Trail.,"842103",KOZICO,"2",Kohala Zipline,Mar 2025 HFT Trail Maintenance,,JournalEntry
"3","3547.33",JournalEntryLineDetail,Credit,"190",Tours:Labor:Salaries & Wages:Fleet,"41046","2025-03-31","2025033109",,,,"842103",KOZICO,"2",Kohala Zipline,Mar 2025 HFT Trail Maintenance,,JournalEntry
"0","1319.36",JournalEntryLineDetail,Credit,"55",Accrued Liabilities:Gift Cards Payable,"41047","2025-03-26","2025032601",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,"274633761 Ashlee Gave GC for cancelled tour",,JournalEntry
"1","1319.36",JournalEntryLineDetail,Debit,"71",FIT Tours,"41047","2025-03-26","2025032601",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,"274633761 Ashlee Gave GC for cancelled tour",,JournalEntry
"0","443600.0",JournalEntryLineDetail,Credit,"28",Investment Account,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","443600.0",JournalEntryLineDetail,Debit,"128",HFT Schwab One,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","443637.35",JournalEntryLineDetail,Debit,"28",Investment Account,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"3","443637.35",JournalEntryLineDetail,Credit,"128",HFT Schwab One,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"4","665400.0",JournalEntryLineDetail,Credit,"28",Investment Account,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"5","665400.0",JournalEntryLineDetail,Debit,"187",Schwab One,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"6","665456.02",JournalEntryLineDetail,Debit,"28",Investment Account,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"7","665456.02",JournalEntryLineDetail,Credit,"187",Schwab One,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"8","1.94",JournalEntryLineDetail,Debit,"128",HFT Schwab One,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"9","1.82",JournalEntryLineDetail,Credit,"80",Interest Income,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"10","0.12",JournalEntryLineDetail,Credit,"81",Dividend Income,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"11","2.91",JournalEntryLineDetail,Debit,"187",Schwab One,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"12","2.74",JournalEntryLineDetail,Credit,"80",Interest Income,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"13","0.17",JournalEntryLineDetail,Credit,"81",Dividend Income,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"14","411.82",JournalEntryLineDetail,Credit,"29",Unrealized Gain/Loss,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"15","411.82",JournalEntryLineDetail,Debit,"82",Unrealized Gain/Loss on Investm,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"16","274.54",JournalEntryLineDetail,Credit,"29",Unrealized Gain/Loss,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"17","274.54",JournalEntryLineDetail,Debit,"82",Unrealized Gain/Loss on Investm,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"18","2278.07",JournalEntryLineDetail,Debit,"28",Investment Account,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"19","2278.07",JournalEntryLineDetail,Credit,"80",Interest Income,"41074","2025-03-31","2025033110",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"20","1518.71",JournalEntryLineDetail,Debit,"28",Investment Account,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"21","1518.71",JournalEntryLineDetail,Credit,"80",Interest Income,"41074","2025-03-31","2025033110",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"2","2865.32",JournalEntryLineDetail,Credit,"149",Retail:Merchandise,"41246","2025-04-30","2025010106",,,,"842106",RETAIL,"3",Retail,April Inventory Adjustment,,JournalEntry
"3","2865.32",JournalEntryLineDetail,Debit,"208",Retail Inventory,"41246","2025-04-30","2025010106",,,,"842106",RETAIL,"3",Retail,April Inventory Adjustment,,JournalEntry
"0",,DescriptionOnly,,,,"41246","2025-04-30","2025010106",,,,,,,,,,JournalEntry
"0","74.66",JournalEntryLineDetail,Credit,"149",Retail:Merchandise,"41272","2025-01-31","2025013101",,,,"842106",RETAIL,"3",Retail,Adj COGS,,JournalEntry
"1","74.66",JournalEntryLineDetail,Debit,"208",Retail Inventory,"41272","2025-01-31","2025013101",,,,"842106",RETAIL,"3",Retail,Adj COGS,,JournalEntry
"0","9472.72",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41292","2025-01-31","2025013104",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan Insurance Adj,,JournalEntry
"1","9472.72",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41292","2025-01-31","2025013104",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan Insurance Adj,,JournalEntry
"0","9472.72",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41293","2025-02-28","2025022802",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb Insurance Adj,,JournalEntry
"1","9472.72",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41293","2025-02-28","2025022802",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb Insurance Adj,,JournalEntry
"0","8957.92",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41294","2025-03-31","2025033114",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar Insurance Adj,,JournalEntry
"1","8957.92",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41294","2025-03-31","2025033114",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar Insurance Adj,,JournalEntry
"0","14209.08",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41300","2025-01-31","2025013105",,,,"842103",KOZICO,"2",Kohala Zipline,Jan Prepaid Insurance,,JournalEntry
"1","14209.08",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41300","2025-01-31","2025013105",,,,"842103",KOZICO,"2",Kohala Zipline,Jan Prepaid Insurance,,JournalEntry
"0","14209.08",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41301","2025-02-28","2025022806",,,,"842103",KOZICO,"2",Kohala Zipline,Feb Prepaid Insurance,,JournalEntry
"1","14209.08",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41301","2025-02-28","2025022806",,,,"842103",KOZICO,"2",Kohala Zipline,Feb Prepaid Insurance,,JournalEntry
"0","13436.88",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41302","2025-03-31","2025033115",,,,"842103",KOZICO,"2",Kohala Zipline,Mar Prepaid Insurance,,JournalEntry
"1","13436.88",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41302","2025-03-31","2025033115",,,,"842103",KOZICO,"2",Kohala Zipline,Mar Prepaid Insurance,,JournalEntry
"0","13976.72",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41303","2025-04-30","2025043005",,,,"842103",KOZICO,"2",Kohala Zipline,Apr Prepaid Insurance,,JournalEntry
"1","13976.72",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41303","2025-04-30","2025043005",,,,"842103",KOZICO,"2",Kohala Zipline,Apr Prepaid Insurance,,JournalEntry
"0","3626.8",JournalEntryLineDetail,Credit,"124",HFT Client Trust Account,"41322","2025-04-30","2024043001",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","3626.8",JournalEntryLineDetail,Debit,"123",HFT Boh Trust Sweep Acct,"41322","2025-04-30","2024043001",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","12060.58",JournalEntryLineDetail,Credit,"124",HFT Client Trust Account,"41323","2025-04-30","3035043002",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","12060.58",JournalEntryLineDetail,Debit,"123",HFT Boh Trust Sweep Acct,"41323","2025-04-30","3035043002",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","17596.76",JournalEntryLineDetail,Debit,"124",HFT Client Trust Account,"41324","2025-04-30","3035043003",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","17596.76",JournalEntryLineDetail,Credit,"123",HFT Boh Trust Sweep Acct,"41324","2025-04-30","3035043003",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","23546.0",JournalEntryLineDetail,Credit,"125",HFT Operating Account,"41342","2025-04-30","2025043003",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","23546.0",JournalEntryLineDetail,Debit,"122",HFT BOH Operating Sweep Account,"41342","2025-04-30","2025043003",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","38057.72",JournalEntryLineDetail,Credit,"125",HFT Operating Account,"41343","2025-04-29","2025042901",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","38057.72",JournalEntryLineDetail,Debit,"122",HFT BOH Operating Sweep Account,"41343","2025-04-29","2025042901",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","55099.44",JournalEntryLineDetail,Credit,"125",HFT Operating Account,"41346","2025-04-28","2025042801",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"1","55099.44",JournalEntryLineDetail,Debit,"122",HFT BOH Operating Sweep Account,"41346","2025-04-28","2025042801",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,,,JournalEntry
"0","32312.5",JournalEntryLineDetail,Debit,"191",KOZI Client Trust Account,"41349","2025-04-30","2025043007",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","32312.5",JournalEntryLineDetail,Credit,"185",KOZI BOH Trust Sweep Acct,"41349","2025-04-30","2025043007",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","6685.12",JournalEntryLineDetail,Credit,"191",KOZI Client Trust Account,"41350","2025-04-29","2025042903",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","6685.12",JournalEntryLineDetail,Debit,"185",KOZI BOH Trust Sweep Acct,"41350","2025-04-29","2025042903",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","3551.61",JournalEntryLineDetail,Credit,"191",KOZI Client Trust Account,"41351","2025-04-29","2025042904",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","3551.61",JournalEntryLineDetail,Debit,"185",KOZI BOH Trust Sweep Acct,"41351","2025-04-29","2025042904",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","82070.23",JournalEntryLineDetail,Debit,"192",KOZI Operating Account,"41354","2025-04-29","2025042905",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","82070.23",JournalEntryLineDetail,Credit,"195",KOZIBOH Operating Sweep Account,"41354","2025-04-29","2025042905",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","9419.44",JournalEntryLineDetail,Credit,"192",KOZI Operating Account,"41355","2025-04-30","2025043008",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","9419.44",JournalEntryLineDetail,Debit,"195",KOZIBOH Operating Sweep Account,"41355","2025-04-30","2025043008",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","41527.41",JournalEntryLineDetail,Credit,"192",KOZI Operating Account,"41358","2025-04-28","2025042802",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"1","41527.41",JournalEntryLineDetail,Debit,"195",KOZIBOH Operating Sweep Account,"41358","2025-04-28","2025042802",,,,"842103",KOZICO,"2",Kohala Zipline,,,JournalEntry
"0","9317.79",JournalEntryLineDetail,Credit,"20",Prepaid Expenses,"41360","2025-04-30","2025043006",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,April Insurance Adj,,JournalEntry
"1","9317.79",JournalEntryLineDetail,Debit,"88",General & Admin Expenses:Insurance,"41360","2025-04-30","2025043006",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,April Insurance Adj,,JournalEntry
"0","2290.5",JournalEntryLineDetail,Credit,"52",Accrued Liabilities:Accrued Vacation,"41375","2025-01-31","2025013108",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan  PTO Accruals,,JournalEntry
"1","866.24",JournalEntryLineDetail,Debit,"137",Payroll:Salaries & Wages:Admin,"41375","2025-01-31","2025013108",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan  PTO Accruals,,JournalEntry
"2","804.95",JournalEntryLineDetail,Debit,"164",Tours:Labor:Salaries & Wages:Guide,"41375","2025-01-31","2025013108",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan  PTO Accruals,,JournalEntry
"3","1125.63",JournalEntryLineDetail,Credit,"139",Payroll:Salaries & Wages:Operations,"41375","2025-01-31","2025013108",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan  PTO Accruals,,JournalEntry
"4","1070.94",JournalEntryLineDetail,Debit,"141",Payroll:Salaries & Wages:Sales,"41375","2025-01-31","2025013108",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan  PTO Accruals,,JournalEntry
"5","674.0",JournalEntryLineDetail,Debit,"165",Tours:Labor:Salaries & Wages:Warehouse,"41375","2025-01-31","2025013108",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Jan  PTO Accruals,,JournalEntry
"0","1319.61",JournalEntryLineDetail,Debit,"52",Accrued Liabilities:Accrued Vacation,"41376","2025-02-28","2025022808",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb  PTO Accruals,,JournalEntry
"1","2091.59",JournalEntryLineDetail,Credit,"137",Payroll:Salaries & Wages:Admin,"41376","2025-02-28","2025022808",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb  PTO Accruals,,JournalEntry
"2","146.31",JournalEntryLineDetail,Credit,"164",Tours:Labor:Salaries & Wages:Guide,"41376","2025-02-28","2025022808",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb  PTO Accruals,,JournalEntry
"3","624.38",JournalEntryLineDetail,Debit,"139",Payroll:Salaries & Wages:Operations,"41376","2025-02-28","2025022808",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb  PTO Accruals,,JournalEntry
"4","964.39",JournalEntryLineDetail,Debit,"141",Payroll:Salaries & Wages:Sales,"41376","2025-02-28","2025022808",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb  PTO Accruals,,JournalEntry
"5","670.48",JournalEntryLineDetail,Credit,"165",Tours:Labor:Salaries & Wages:Warehouse,"41376","2025-02-28","2025022808",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Feb  PTO Accruals,,JournalEntry
"0","6036.08",JournalEntryLineDetail,Credit,"52",Accrued Liabilities:Accrued Vacation,"41377","2025-03-31","2025033116",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar  PTO Accruals,,JournalEntry
"1","1085.77",JournalEntryLineDetail,Debit,"137",Payroll:Salaries & Wages:Admin,"41377","2025-03-31","2025033116",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar  PTO Accruals,,JournalEntry
"2","2418.33",JournalEntryLineDetail,Debit,"164",Tours:Labor:Salaries & Wages:Guide,"41377","2025-03-31","2025033116",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar  PTO Accruals,,JournalEntry
"3","927.67",JournalEntryLineDetail,Credit,"139",Payroll:Salaries & Wages:Operations,"41377","2025-03-31","2025033116",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar  PTO Accruals,,JournalEntry
"4","2395.29",JournalEntryLineDetail,Debit,"141",Payroll:Salaries & Wages:Sales,"41377","2025-03-31","2025033116",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar  PTO Accruals,,JournalEntry
"5","1064.36",JournalEntryLineDetail,Debit,"165",Tours:Labor:Salaries & Wages:Warehouse,"41377","2025-03-31","2025033116",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Mar  PTO Accruals,,JournalEntry
"0","2476.59",JournalEntryLineDetail,Credit,"52",Accrued Liabilities:Accrued Vacation,"41378","2025-04-30","2025043010",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Apr  PTO Accruals,,JournalEntry
"1","1013.17",JournalEntryLineDetail,Debit,"137",Payroll:Salaries & Wages:Admin,"41378","2025-04-30","2025043010",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Apr  PTO Accruals,,JournalEntry
"2","973.76",JournalEntryLineDetail,Debit,"164",Tours:Labor:Salaries & Wages:Guide,"41378","2025-04-30","2025043010",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Apr  PTO Accruals,,JournalEntry
"3","800.79",JournalEntryLineDetail,Debit,"139",Payroll:Salaries & Wages:Operations,"41378","2025-04-30","2025043010",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Apr  PTO Accruals,,JournalEntry
"4","401.82",JournalEntryLineDetail,Debit,"141",Payroll:Salaries & Wages:Sales,"41378","2025-04-30","2025043010",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Apr  PTO Accruals,,JournalEntry
"5","712.95",JournalEntryLineDetail,Credit,"165",Tours:Labor:Salaries & Wages:Warehouse,"41378","2025-04-30","2025043010",,,,"842100",HFTCO,"1",Hawaii Forest & Trail,Apr  PTO Accruals,,JournalEntry
"0","1051.1",JournalEntryLineDetail,Credit,"52",Accrued Liabilities:Accrued Vacation,"41379","2025-01-31","2025013106",,,,"842103",KOZICO,"2",Kohala Zipline,Jan PTO Accruals,,JournalEntry
"1","242.49",JournalEntryLineDetail,Credit,"190",Tours:Labor:Salaries & Wages:Fleet,"41379","2025-01-31","2025013106",,,,"842103",KOZICO,"2",Kohala Zipline,Jan PTO Accruals,,JournalEntry
"2","1319.79",JournalEntryLineDetail,Debit,"164",Tours:Labor:Salaries & Wages:Guide,"41379","2025-01-31","2025013106",,,,"842103",KOZICO,"2",Kohala Zipline,Jan PTO Accruals,,JournalEntry
