"Id","LineNum","Amount","DetailType","DepositLineDetail.Entity.value","DepositLineDetail.Entity.name","DepositLineDetail.Entity.type","DepositLineDetail.ClassRef.value","DepositLineDetail.ClassRef.name","DepositLineDetail.AccountRef.value","DepositLineDetail.AccountRef.name","Parent_Id","TxnDate","DocNumber","DepositLineDetail.CheckNum","Description","DepositLineDetail.PaymentMethodRef.value","DepositLineDetail.PaymentMethodRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","LinkedTxn[0].TxnLineId","ProjectRef.value","Parent_Entity"
,,"74687.11",,,,,,,,,"41037","2025-04-29",,,,,,"40869",Payment,"0",,Deposit
,,"5678.59",,,,,,,,,"41037","2025-04-29",,"2051",,"5",,"40870",Payment,"0",,Deposit
,,"4825.12",,,,,,,,,"41037","2025-04-29",,"343473",,"5",,"40873",Payment,"0",,Deposit
,,"3280.38",,,,,,,,,"41037","2025-04-29",,"4579921",,,,"40875",Payment,"0",,Deposit
,,"3124.33",,,,,,,,,"41037","2025-04-29",,"4579921",,"5",,"40876",Payment,"0",,Deposit
,,"3461.82",,,,,,,,,"41037","2025-04-29",,"1383651967",,"5",,"40877",Payment,"0",,Deposit
,,"2412.56",,,,,,,,,"41037","2025-04-29",,"15396",,"5",,"40881",Payment,"0",,Deposit
,,"3940.24",,,,,,,,,"41037","2025-04-29",,"3246",,"5",,"41030",Payment,"0",,Deposit
,,"9403.37",,,,,,,,,"41037","2025-04-29",,"5039604",,"5",,"41031",Payment,"0",,Deposit
,,"1637.44",,,,,,,,,"41037","2025-04-29",,"50113761",,"5",,"41032",Payment,"0",,Deposit
"1","1.0","3697.63",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","41040","2025-04-28",,,,,,,,,,Deposit
"2","2.0",-70.83,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","41040","2025-04-28",,,,,,,,,,Deposit
"1","1.0","6817.66",DepositLineDetail,"190",KDirect,CUSTOMER,"842103",KOZICO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","41042","2025-04-28",,,,,,,,,,Deposit
"2","2.0",-132.54,DepositLineDetail,,,,"842103",KOZICO,"59","3400-03 Deferred Revenue:Credit Card Fees","41042","2025-04-28",,,,,,,,,,Deposit
,,"61.77",,,,,,,,,"41051","2025-04-09",,,,,,"40642",SalesReceipt,"0",,Deposit
,,"117.28",,,,,,,,,"41051","2025-04-09",,,,,,"40643",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"41051","2025-04-09",,,,,,"40644",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"41051","2025-04-09",,,,,,"40645",SalesReceipt,"0",,Deposit
,,"173.82",,,,,,,,,"41051","2025-04-09",,,,,,"40646",SalesReceipt,"0",,Deposit
"1","1.0",-10.21,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41051","2025-04-09",,,Shopify credit card fees,,,,,,,Deposit
,,"26.18",,,,,,,,,"41052","2025-04-10",,,,,,"40628",SalesReceipt,"0",,Deposit
,,"35.91",,,,,,,,,"41052","2025-04-10",,,,,,"40647",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41052","2025-04-10",,,,,,"40629",SalesReceipt,"0",,Deposit
,,"176.96",,,,,,,,,"41052","2025-04-10",,,,,,"40630",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"41052","2025-04-10",,,,,,"40631",SalesReceipt,"0",,Deposit
,,"78.53",,,,,,,,,"41052","2025-04-10",,,,,,"40632",SalesReceipt,"0",,Deposit
,,"8.38",,,,,,,,,"41052","2025-04-10",,,,,,"40633",SalesReceipt,"0",,Deposit
,,"27.2",,,,,,,,,"41052","2025-04-10",,,,,,"40634",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41052","2025-04-10",,,,,,"40635",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"41052","2025-04-10",,,,,,"40636",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"41052","2025-04-10",,,,,,"40637",SalesReceipt,"0",,Deposit
,,"112.47",,,,,,,,,"41052","2025-04-10",,,,,,"40753",SalesReceipt,"0",,Deposit
,,"85.86",,,,,,,,,"41052","2025-04-10",,,,,,"40754",SalesReceipt,"0",,Deposit
"1","1.0",-18.16,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41052","2025-04-10",,,,,,,,,,Deposit
,,"26.18",,,,,,,,,"41053","2025-04-11",,,,,,"40755",SalesReceipt,"0",,Deposit
,,"68.06",,,,,,,,,"41053","2025-04-11",,,,,,"40756",SalesReceipt,"0",,Deposit
,,"37.7",,,,,,,,,"41053","2025-04-11",,,,,,"40733",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41053","2025-04-11",,,,,,"40734",SalesReceipt,"0",,Deposit
,,"6.81",,,,,,,,,"41053","2025-04-11",,,,,,"40735",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41053","2025-04-11",,,,,,"40736",SalesReceipt,"0",,Deposit
,,"37.7",,,,,,,,,"41053","2025-04-11",,,,,,"40757",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41053","2025-04-11",,,,,,"40758",SalesReceipt,"0",,Deposit
,,"73.3",,,,,,,,,"41053","2025-04-11",,,,,,"40759",SalesReceipt,"0",,Deposit
,,"26.17",,,,,,,,,"41053","2025-04-11",,,,,,"40760",SalesReceipt,"0",,Deposit
,,"85.87",,,,,,,,,"41053","2025-04-11",,,,,,"40761",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"41053","2025-04-11",,,,,,"40762",SalesReceipt,"0",,Deposit
,,"43.98",,,,,,,,,"41053","2025-04-11",,,,,,"40737",SalesReceipt,"0",,Deposit
,,"10.46",,,,,,,,,"41053","2025-04-11",,,,,,"40738",SalesReceipt,"0",,Deposit
,,"45.01",,,,,,,,,"41053","2025-04-11",,,,,,"40739",SalesReceipt,"0",,Deposit
,,"18.85",,,,,,,,,"41053","2025-04-11",,,,,,"40740",SalesReceipt,"0",,Deposit
,,"15.71",,,,,,,,,"41053","2025-04-11",,,,,,"40741",SalesReceipt,"0",,Deposit
,,"53.39",,,,,,,,,"41053","2025-04-11",,,,,,"40742",SalesReceipt,"0",,Deposit
"1","1.0",-17.63,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41053","2025-04-11",,,,,,,,,,Deposit
,,"15.71",,,,,,,,,"41054","2025-04-14",,,,,,"40793",SalesReceipt,"0",,Deposit
,,"41.89",,,,,,,,,"41054","2025-04-14",,,,,,"40794",SalesReceipt,"0",,Deposit
,,"29.29",,,,,,,,,"41054","2025-04-14",,,,,,"40795",SalesReceipt,"0",,Deposit
,,"19.79",,,,,,,,,"41054","2025-04-14",,,,,,"40796",SalesReceipt,"0",,Deposit
,,"101.57",,,,,,,,,"41054","2025-04-14",,,,,,"40797",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41054","2025-04-14",,,,,,"40798",SalesReceipt,"0",,Deposit
,,"134.02",,,,,,,,,"41054","2025-04-14",,,,,,"40799",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41054","2025-04-14",,,,,,"40801",SalesReceipt,"0",,Deposit
,,"49.0",,,,,,,,,"41054","2025-04-14",,,,,,"40802",SalesReceipt,"0",,Deposit
"1","1.0",-12.7,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41054","2025-04-14",,,,,,,,,,Deposit
,,"21.99",,,,,,,,,"41055","2025-04-15",,,,,,"40678",SalesReceipt,"0",,Deposit
,,"15.71",,,,,,,,,"41055","2025-04-15",,,,,,"40679",SalesReceipt,"0",,Deposit
,,"9.52",,,,,,,,,"41055","2025-04-15",,,,,,"40680",SalesReceipt,"0",,Deposit
,,"48.16",,,,,,,,,"41055","2025-04-15",,,,,,"40773",SalesReceipt,"0",,Deposit
,,"106.81",,,,,,,,,"41055","2025-04-15",,,,,,"40774",SalesReceipt,"0",,Deposit
,,"27.23",,,,,,,,,"41055","2025-04-15",,,,,,"40775",SalesReceipt,"0",,Deposit
,,"113.09",,,,,,,,,"41055","2025-04-15",,,,,,"40776",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"41055","2025-04-15",,,,,,"40777",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"41055","2025-04-15",,,,,,"40778",SalesReceipt,"0",,Deposit
,,"115.19",,,,,,,,,"41055","2025-04-15",,,,,,"40779",SalesReceipt,"0",,Deposit
,,"46.07",,,,,,,,,"41055","2025-04-15",,,,,,"40780",SalesReceipt,"0",,Deposit
,,"73.3",,,,,,,,,"41055","2025-04-15",,,,,,"40781",SalesReceipt,"0",,Deposit
,,"62.83",,,,,,,,,"41055","2025-04-15",,,,,,"40782",SalesReceipt,"0",,Deposit
,,"52.36",,,,,,,,,"41055","2025-04-15",,,,,,"40803",SalesReceipt,"0",,Deposit
"1","1.0",-19.36,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41055","2025-04-15",,,,,,,,,,Deposit
,,"93.19",,,,,,,,,"41056","2025-05-01",,,,,,"40584",SalesReceipt,"0",,Deposit
,,"20.92",,,,,,,,,"41056","2025-05-01",,,,,,"40585",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41056","2025-05-01",,,,,,"40648",SalesReceipt,"0",,Deposit
,,"51.93",,,,,,,,,"41056","2025-05-01",,,,,,"40649",SalesReceipt,"0",,Deposit
,,"36.65",,,,,,,,,"41056","2025-05-01",,,,,,"40650",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41056","2025-05-01",,,,,,"40651",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41056","2025-05-01",,,,,,"40652",SalesReceipt,"0",,Deposit
,,"144.49",,,,,,,,,"41056","2025-05-01",,,,,,"40655",SalesReceipt,"0",,Deposit
"1","1.0",-11.23,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41056","2025-05-01",,,,,,,,,,Deposit
,,"113.09",,,,,,,,,"41057","2025-04-30",,,,,,"40592",SalesReceipt,"0",,Deposit
,,"12.57",,,,,,,,,"41057","2025-04-30",,,,,,"40593",SalesReceipt,"0",,Deposit
,,"36.65",,,,,,,,,"41057","2025-04-30",,,,,,"40594",SalesReceipt,"0",,Deposit
,,"83.77",,,,,,,,,"41057","2025-04-30",,,,,,"40595",SalesReceipt,"0",,Deposit
,,"46.07",,,,,,,,,"41057","2025-04-30",,,,,,"40732",SalesReceipt,"0",,Deposit
,,"58.64",,,,,,,,,"41057","2025-04-30",,,,,,"40583",SalesReceipt,"0",,Deposit
,,"42.51",,,,,,,,,"41057","2025-04-30",,,,,,"40586",SalesReceipt,"0",,Deposit
,,"9.42",,,,,,,,,"41057","2025-04-30",,,,,,"40587",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"41057","2025-04-30",,,,,,"40588",SalesReceipt,"0",,Deposit
,,"18.85",,,,,,,,,"41057","2025-04-30",,,,,,"40589",SalesReceipt,"0",,Deposit
,,"9.42",,,,,,,,,"41057","2025-04-30",,,,,,"40590",SalesReceipt,"0",,Deposit
,,"118.85",,,,,,,,,"41057","2025-04-30",,,,,,"40591",SalesReceipt,"0",,Deposit
,,"43.96",,,,,,,,,"41057","2025-04-30",,,,,,"40596",SalesReceipt,"0",,Deposit
"1","1.0",-16.13,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41057","2025-04-30",,,,,,,,,,Deposit
,,"231.92",,,,,,,,,"41058","2025-04-29",,,,,,"40728",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41058","2025-04-29",,,,,,"40729",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"41058","2025-04-29",,,,,,"40730",SalesReceipt,"0",,Deposit
,,"69.11",,,,,,,,,"41058","2025-04-29",,,,,,"40731",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41058","2025-04-29",,,,,,"40743",SalesReceipt,"0",,Deposit
,,"9.9",,,,,,,,,"41058","2025-04-29",,,,,,"40744",SalesReceipt,"0",,Deposit
,,"99.48",,,,,,,,,"41058","2025-04-29",,,,,,"40745",SalesReceipt,"0",,Deposit
,,"40.84",,,,,,,,,"41058","2025-04-29",,,,,,"40746",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"41058","2025-04-29",,,,,,"40747",SalesReceipt,"0",,Deposit
,,"154.98",,,,,,,,,"41058","2025-04-29",,,,,,"40748",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41058","2025-04-29",,,,,,"40749",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41058","2025-04-29",,,,,,"40750",SalesReceipt,"0",,Deposit
,,"65.02",,,,,,,,,"41058","2025-04-29",,,,,,"40751",SalesReceipt,"0",,Deposit
,,"8.38",,,,,,,,,"41058","2025-04-29",,,,,,"40752",SalesReceipt,"0",,Deposit
,,"96.33",,,,,,,,,"41058","2025-04-29",,,,,,"40769",SalesReceipt,"0",,Deposit
"1","1.0",-24.18,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41058","2025-04-29",,,,,,,,,,Deposit
,,"94.24",,,,,,,,,"41059","2025-04-28",,,,,,"40763",SalesReceipt,"0",,Deposit
,,"9.41",,,,,,,,,"41059","2025-04-28",,,,,,"40764",SalesReceipt,"0",,Deposit
,,"21.99",,,,,,,,,"41059","2025-04-28",,,,,,"40765",SalesReceipt,"0",,Deposit
,,"163.87",,,,,,,,,"41059","2025-04-28",,,,,,"40766",SalesReceipt,"0",,Deposit
,,"56.54",,,,,,,,,"41059","2025-04-28",,,,,,"40767",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"41059","2025-04-28",,,,,,"40768",SalesReceipt,"0",,Deposit
,,"21.99",,,,,,,,,"41059","2025-04-28",,,,,,"40772",SalesReceipt,"0",,Deposit
"1","1.0",-10.23,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41059","2025-04-28",,,,,,,,,,Deposit
,,"29.32",,,,,,,,,"41060","2025-04-25",,,,,,"40658",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"41060","2025-04-25",,,,,,"40669",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41060","2025-04-25",,,,,,"40804",SalesReceipt,"0",,Deposit
,,"27.2",,,,,,,,,"41060","2025-04-25",,,,,,"40805",SalesReceipt,"0",,Deposit
,,"69.11",,,,,,,,,"41060","2025-04-25",,,,,,"40806",SalesReceipt,"0",,Deposit
,,"0.0",,,,,,,,,"41060","2025-04-25",,,,,,"40807",SalesReceipt,"0",,Deposit
,,"22.62",,,,,,,,,"41060","2025-04-25",,,,,,"40783",SalesReceipt,"0",,Deposit
,,"49.16",,,,,,,,,"41060","2025-04-25",,,,,,"40784",SalesReceipt,"0",,Deposit
,,"40.84",,,,,,,,,"41060","2025-04-25",,,,,,"40785",SalesReceipt,"0",,Deposit
,,"60.73",,,,,,,,,"41060","2025-04-25",,,,,,"40786",SalesReceipt,"0",,Deposit
,,"76.42",,,,,,,,,"41060","2025-04-25",,,,,,"40787",SalesReceipt,"0",,Deposit
,,"104.68",,,,,,,,,"41060","2025-04-25",,,,,,"40788",SalesReceipt,"0",,Deposit
,,"59.64",,,,,,,,,"41060","2025-04-25",,,,,,"40791",SalesReceipt,"0",,Deposit
,,"62.83",,,,,,,,,"41060","2025-04-25",,,,,,"40792",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41060","2025-04-25",,,,,,"40800",SalesReceipt,"0",,Deposit
,,"20.93",,,,,,,,,"41060","2025-04-25",,,,,,"40808",SalesReceipt,"0",,Deposit
,,"114.14",,,,,,,,,"41060","2025-04-25",,,,,,"40809",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41060","2025-04-25",,,,,,"40810",SalesReceipt,"0",,Deposit
,,"33.51",,,,,,,,,"41060","2025-04-25",,,,,,"40811",SalesReceipt,"0",,Deposit
,,"72.2",,,,,,,,,"41060","2025-04-25",,,,,,"40770",SalesReceipt,"0",,Deposit
,,"89.01",,,,,,,,,"41060","2025-04-25",,,,,,"40771",SalesReceipt,"0",,Deposit
,,"89.0",,,,,,,,,"41060","2025-04-25",,,,,,"40789",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41060","2025-04-25",,,,,,"40790",SalesReceipt,"0",,Deposit
"1","1.0",-30.82,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41060","2025-04-25",,,,,,,,,,Deposit
,,"15.71",,,,,,,,,"41061","2025-04-24",,,,,,"40670",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"41061","2025-04-24",,,,,,"40687",SalesReceipt,"0",,Deposit
,,"36.65",,,,,,,,,"41061","2025-04-24",,,,,,"40689",SalesReceipt,"0",,Deposit
,,"172.78",,,,,,,,,"41061","2025-04-24",,,,,,"40690",SalesReceipt,"0",,Deposit
,,"117.28",,,,,,,,,"41061","2025-04-24",,,,,,"40668",SalesReceipt,"0",,Deposit
,,"37.7",,,,,,,,,"41061","2025-04-24",,,,,,"40671",SalesReceipt,"0",,Deposit
,,"104.71",,,,,,,,,"41061","2025-04-24",,,,,,"40672",SalesReceipt,"0",,Deposit
,,"114.14",,,,,,,,,"41061","2025-04-24",,,,,,"40673",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"41061","2025-04-24",,,,,,"40674",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"41061","2025-04-24",,,,,,"40675",SalesReceipt,"0",,Deposit
,,"16.75",,,,,,,,,"41061","2025-04-24",,,,,,"40676",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41061","2025-04-24",,,,,,"40677",SalesReceipt,"0",,Deposit
"1","1.0",-19.21,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41061","2025-04-24",,,,,,,,,,Deposit
,,"10.46",,,,,,,,,"41062","2025-04-23",,,,,,"40691",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41062","2025-04-23",,,,,,"40692",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41062","2025-04-23",,,,,,"40693",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"41062","2025-04-23",,,,,,"40694",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"41062","2025-04-23",,,,,,"40695",SalesReceipt,"0",,Deposit
,,"79.06",,,,,,,,,"41062","2025-04-23",,,,,,"40696",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41062","2025-04-23",,,,,,"40697",SalesReceipt,"0",,Deposit
"1","1.0",-5.93,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41062","2025-04-23",,,,,,,,,,Deposit
,,"3.66",,,,,,,,,"41063","2025-04-22",,,,,,"40716",SalesReceipt,"0",,Deposit
,,"46.06",,,,,,,,,"41063","2025-04-22",,,,,,"40708",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41063","2025-04-22",,,,,,"40709",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"41063","2025-04-22",,,,,,"40710",SalesReceipt,"0",,Deposit
,,"26.17",,,,,,,,,"41063","2025-04-22",,,,,,"40711",SalesReceipt,"0",,Deposit
,,"25.65",,,,,,,,,"41063","2025-04-22",,,,,,"40717",SalesReceipt,"0",,Deposit
"1","1.0",-4.3,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41063","2025-04-22",,,,,,,,,,Deposit
,,"26.18",,,,,,,,,"41064","2025-04-21",,,,,,"40606",SalesReceipt,"0",,Deposit
,,"91.93",,,,,,,,,"41064","2025-04-21",,,,,,"40608",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"41064","2025-04-21",,,,,,"40610",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"41064","2025-04-21",,,,,,"40612",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"41064","2025-04-21",,,,,,"40614",SalesReceipt,"0",,Deposit
,,"114.14",,,,,,,,,"41064","2025-04-21",,,,,,"40712",SalesReceipt,"0",,Deposit
,,"37.7",,,,,,,,,"41064","2025-04-21",,,,,,"40713",SalesReceipt,"0",,Deposit
,,"138.22",,,,,,,,,"41064","2025-04-21",,,,,,"40714",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41064","2025-04-21",,,,,,"40715",SalesReceipt,"0",,Deposit
"1","1.0",-14.43,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41064","2025-04-21",,,,,,,,,,Deposit
,,"36.65",,,,,,,,,"41065","2025-04-17",,,,,,"40666",SalesReceipt,"0",,Deposit
,,"6.81",,,,,,,,,"41065","2025-04-17",,,,,,"40667",SalesReceipt,"0",,Deposit
,,"6.28",,,,,,,,,"41065","2025-04-17",,,,,,"40718",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41065","2025-04-17",,,,,,"40719",SalesReceipt,"0",,Deposit
,,"62.3",,,,,,,,,"41065","2025-04-17",,,,,,"40698",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41065","2025-04-17",,,,,,"40720",SalesReceipt,"0",,Deposit
,,"68.06",,,,,,,,,"41065","2025-04-17",,,,,,"40721",SalesReceipt,"0",,Deposit
,,"56.54",,,,,,,,,"41065","2025-04-17",,,,,,"40722",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"41065","2025-04-17",,,,,,"40723",SalesReceipt,"0",,Deposit
,,"58.64",,,,,,,,,"41065","2025-04-17",,,,,,"40724",SalesReceipt,"0",,Deposit
,,"20.92",,,,,,,,,"41065","2025-04-17",,,,,,"40725",SalesReceipt,"0",,Deposit
,,"38.73",,,,,,,,,"41065","2025-04-17",,,,,,"40726",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41065","2025-04-17",,,,,,"40727",SalesReceipt,"0",,Deposit
"1","1.0",-11.84,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41065","2025-04-17",,,,,,,,,,Deposit
,,"49.16",,,,,,,,,"41066","2025-04-18",,,,,,"40699",SalesReceipt,"0",,Deposit
,,"124.56",,,,,,,,,"41066","2025-04-18",,,,,,"40700",SalesReceipt,"0",,Deposit
,,"62.82",,,,,,,,,"41066","2025-04-18",,,,,,"40701",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"41066","2025-04-18",,,,,,"40702",SalesReceipt,"0",,Deposit
,,"9.42",,,,,,,,,"41066","2025-04-18",,,,,,"40703",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"41066","2025-04-18",,,,,,"40704",SalesReceipt,"0",,Deposit
,,"276.42",,,,,,,,,"41066","2025-04-18",,,,,,"40617",SalesReceipt,"0",,Deposit
,,"5.24",,,,,,,,,"41066","2025-04-18",,,,,,"40618",SalesReceipt,"0",,Deposit
,,"118.96",,,,,,,,,"41066","2025-04-18",,,,,,"40619",SalesReceipt,"0",,Deposit
,,"23.55",,,,,,,,,"41066","2025-04-18",,,,,,"40705",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"41066","2025-04-18",,,,,,"40706",SalesReceipt,"0",,Deposit
,,"52.36",,,,,,,,,"41066","2025-04-18",,,,,,"40707",SalesReceipt,"0",,Deposit
,,"46.07",,,,,,,,,"41066","2025-04-18",,,,,,"40597",SalesReceipt,"0",,Deposit
,,"29.29",,,,,,,,,"41066","2025-04-18",,,,,,"40598",SalesReceipt,"0",,Deposit
,,"82.93",,,,,,,,,"41066","2025-04-18",,,,,,"40600",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"41066","2025-04-18",,,,,,"40602",SalesReceipt,"0",,Deposit
,,"11.73",,,,,,,,,"41066","2025-04-18",,,,,,"40604",SalesReceipt,"0",,Deposit
,,"60.73",,,,,,,,,"41066","2025-04-18",,,,,,"40620",SalesReceipt,"0",,Deposit
,,"40.83",,,,,,,,,"41066","2025-04-18",,,,,,"40621",SalesReceipt,"0",,Deposit
,,"20.73",,,,,,,,,"41066","2025-04-18",,,,,,"40622",SalesReceipt,"0",,Deposit
,,"30.87",,,,,,,,,"41066","2025-04-18",,,,,,"40623",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"41066","2025-04-18",,,,,,"40624",SalesReceipt,"0",,Deposit
,,"210.45",,,,,,,,,"41066","2025-04-18",,,,,,"40625",SalesReceipt,"0",,Deposit
"1","1.0",-38.37,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41066","2025-04-18",,,,,,,,,,Deposit
,,"74.33",,,,,,,,,"41068","2025-04-16",,,,,,"40681",SalesReceipt,"0",,Deposit
,,"37.7",,,,,,,,,"41068","2025-04-16",,,,,,"40682",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41068","2025-04-16",,,,,,"40683",SalesReceipt,"0",,Deposit
,,"143.41",,,,,,,,,"41068","2025-04-16",,,,,,"40684",SalesReceipt,"0",,Deposit
,,"35.6",,,,,,,,,"41068","2025-04-16",,,,,,"40657",SalesReceipt,"0",,Deposit
,,"125.61",,,,,,,,,"41068","2025-04-16",,,,,,"40659",SalesReceipt,"0",,Deposit
,,"15.71",,,,,,,,,"41068","2025-04-16",,,,,,"40660",SalesReceipt,"0",,Deposit
,,"44.19",,,,,,,,,"41068","2025-04-16",,,,,,"40661",SalesReceipt,"0",,Deposit
,,"58.64",,,,,,,,,"41068","2025-04-16",,,,,,"40662",SalesReceipt,"0",,Deposit
,,"116.22",,,,,,,,,"41068","2025-04-16",,,,,,"40664",SalesReceipt,"0",,Deposit
,,"46.08",,,,,,,,,"41068","2025-04-16",,,,,,"40665",SalesReceipt,"0",,Deposit
,,"61.78",,,,,,,,,"41068","2025-04-16",,,,,,"40686",SalesReceipt,"0",,Deposit
,,"6.81",,,,,,,,,"41068","2025-04-16",,,,,,"40688",SalesReceipt,"0",,Deposit
,,"36.65",,,,,,,,,"41068","2025-04-16",,,,"15",,"41067",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"41068","2025-04-16",,,,,,"40685",SalesReceipt,"0",,Deposit
"1","1.0",-23.08,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","41068","2025-04-16",,,,,,,,,,Deposit
,,"25.13",,,,,,,,,"41073","2025-04-08",,,,,,"41069",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"41073","2025-04-08",,,,,,"41070",SalesReceipt,"0",,Deposit
,,"42.72",,,,,,,,,"41073","2025-04-08",,,,,,"41071",SalesReceipt,"0",,Deposit
,,"59.16",,,,,,,,,"41073","2025-04-08",,,,,,"41072",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"41073","2025-04-08",,,,,,"40599",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"41073","2025-04-08",,,,,,"40601",SalesReceipt,"0",,Deposit
,,"15.18",,,,,,,,,"41073","2025-04-08",,,,,,"40603",SalesReceipt,"0",,Deposit
,,"86.86",,,,,,,,,"41073","2025-04-08",,,,,,"40605",SalesReceipt,"0",,Deposit
,,"18.84",,,,,,,,,"41073","2025-04-08",,,,,,"40607",SalesReceipt,"0",,Deposit
,,"10.99",,,,,,,,,"41073","2025-04-08",,,,,,"40609",SalesReceipt,"0",,Deposit
