"Id","LineNum","Amount","DetailType","SalesItemLineDetail.ItemRef.value","SalesItemLineDetail.ItemRef.name","SalesItemLineDetail.UnitPrice","SalesItemLineDetail.Qty","SalesItemLineDetail.ItemAccountRef.value","SalesItemLineDetail.ItemAccountRef.name","SalesItemLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","Description","SalesItemLineDetail.ServiceDate","SalesItemLineDetail.ClassRef.value","SalesItemLineDetail.ClassRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","LinkedTxn[0].TxnLineId","SalesItemLineDetail.MarkupInfo.PercentBased","SalesItemLineDetail.MarkupInfo.Value","SalesItemLineDetail.MarkupInfo.MarkUpIncomeAccountRef.value","SalesItemLineDetail.MarkupInfo.MarkUpIncomeAccountRef.name","GroupLineDetail.GroupItemRef.value","GroupLineDetail.GroupItemRef.name","GroupLineDetail.Quantity","GroupLineDetail.Line[0].Id","GroupLineDetail.Line[0].LineNum","GroupLineDetail.Line[0].Description","GroupLineDetail.Line[0].Amount","GroupLineDetail.Line[0].DetailType","GroupLineDetail.Line[0].SalesItemLineDetail.ServiceDate","GroupLineDetail.Line[0].SalesItemLineDetail.ItemRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ItemRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.ClassRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ClassRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.UnitPrice","GroupLineDetail.Line[0].SalesItemLineDetail.Qty","GroupLineDetail.Line[0].SalesItemLineDetail.ItemAccountRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ItemAccountRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.TaxCodeRef.value","GroupLineDetail.Line[1].Id","GroupLineDetail.Line[1].LineNum","GroupLineDetail.Line[1].Description","GroupLineDetail.Line[1].Amount","GroupLineDetail.Line[1].DetailType","GroupLineDetail.Line[1].SalesItemLineDetail.ServiceDate","GroupLineDetail.Line[1].SalesItemLineDetail.ItemRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ItemRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.ClassRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ClassRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.UnitPrice","GroupLineDetail.Line[1].SalesItemLineDetail.Qty","GroupLineDetail.Line[1].SalesItemLineDetail.ItemAccountRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ItemAccountRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.TaxCodeRef.value","SalesItemLineDetail.TaxClassificationRef.value","Parent_Entity"
,,"17368.64",SubTotalLineDetail,,,,,,,,"37979","2025-03-07","850003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"23665.02",SubTotalLineDetail,,,,,,,,"37980","2025-05-14","850004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-01","842100",HFTCO,"35317",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-02","842100",HFTCO,"35331",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","3.0","112.64",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-06","842100",HFTCO,"35345",ReimburseCharge,"1",False,"112.64","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","4.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-09","842100",HFTCO,"35361",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"5","5.0","110.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-13","842100",HFTCO,"35369",ReimburseCharge,"1",False,"110.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"6","6.0","98.49",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christin,"2025-01-16","842100",HFTCO,"35376",ReimburseCharge,"1",False,"98.49","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"7","7.0","98.49",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-20","842100",HFTCO,"35390",ReimburseCharge,"1",False,"98.49","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"8","8.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christin,"2025-01-22","842100",HFTCO,"35401",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"9","9.0","126.62",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-23","842100",HFTCO,"35405",ReimburseCharge,"1",False,"126.62","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"10","10.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37929","2025-01-31","850000",Christine,"2025-01-26","842100",HFTCO,"35415",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","93.17",SalesItemLineDetail,,,,,"110",General & Admin Expenses:Marketing:Cost of Sales,NON,"37938","2025-01-31","850001",Adobe,"2025-01-01","842100",HFTCO,"32286",ReimburseCharge,"1",False,"93.17","110",General & Admin Expenses:Marketing:Cost of Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","70.0",SalesItemLineDetail,,,,,"109",General & Admin Expenses:Marketing:Advertising,NON,"37938","2025-01-31","850001",Yelp,"2025-01-01","842100",HFTCO,"32288",ReimburseCharge,"1",False,"70.0","109",General & Admin Expenses:Marketing:Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","3.0","51.83",SalesItemLineDetail,,,,,"114","7085-00 General & Admin Expenses:Dues & Subscriptions",NON,"37938","2025-01-31","850001",Annual License backup software,"2025-01-01","842100",HFTCO,"35315",ReimburseCharge,"1",False,"51.83","114","7085-00 General & Admin Expenses:Dues & Subscriptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1074.27",SubTotalLineDetail,,,,,,,,"37987","2025-03-06","850005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","5837.7",SalesItemLineDetail,"137",Groups-Tours,"5837.7","1.0","72","5000-03 Group Tours",NON,"37989","2025-05-02","850006",Gilead Sciences,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","3.0","5296.34",SalesItemLineDetail,"137",Groups-Tours,"5296.34","1.0","72","5000-03 Group Tours",NON,"37989","2025-05-02","850006",Gilead Sciences,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"0.0",SubTotalLineDetail,,,,,,,,"38124","2025-03-05","100013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","4.0","159.75",SalesItemLineDetail,,,,,"114","7085-00 General & Admin Expenses:Dues & Subscriptions",NON,"37938","2025-01-31","850001",Verizon Connect,"2025-01-01","842100",HFTCO,"35311",ReimburseCharge,"1",False,"159.75","114","7085-00 General & Admin Expenses:Dues & Subscriptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"5","5.0","5567.04",SalesItemLineDetail,,,,,"20","2500-00 Prepaid Expenses",NON,"37938","2025-01-31","850001",Insurance - Hibbs,"2025-01-01","842100",HFTCO,"35322",ReimburseCharge,"1",False,"5567.04","20","2500-00 Prepaid Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"6","6.0","2800.37",SalesItemLineDetail,,,,,"20","2500-00 Prepaid Expenses",NON,"37938","2025-01-31","850001",Insurance - Hibbs,"2025-01-01","842100",HFTCO,"35324",ReimburseCharge,"1",False,"2800.37","20","2500-00 Prepaid Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"7","7.0","2594.24",SalesItemLineDetail,,,,,"104","7000-00 General & Admin Expenses:Professional Fees",NON,"37938","2025-01-31","850001",Lanigan Ryan,"2025-01-01","842100",HFTCO,"35326",ReimburseCharge,"1",False,"2594.24","104","7000-00 General & Admin Expenses:Professional Fees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"8","8.0","70.0",SalesItemLineDetail,,,,,"109",General & Admin Expenses:Marketing:Advertising,NON,"37938","2025-01-31","850001",YELPINC*855 380 9357,"2025-01-01","842100",HFTCO,"35622",ReimburseCharge,"1",False,"70.0","109",General & Admin Expenses:Marketing:Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"9","9.0","3167.31",SalesItemLineDetail,,,,,"20","2500-00 Prepaid Expenses",NON,"37938","2025-01-31","850001",Insurance - National,"2025-01-03","842100",HFTCO,"35334",ReimburseCharge,"1",False,"3167.31","20","2500-00 Prepaid Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"10","10.0","1583.65",SalesItemLineDetail,,,,,"20","2500-00 Prepaid Expenses",NON,"37938","2025-01-31","850001",Insurance - National,"2025-01-03","842100",HFTCO,"35335",ReimburseCharge,"1",False,"1583.65","20","2500-00 Prepaid Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"11","11.0","81.2",SalesItemLineDetail,,,,,"91",General & Admin Expenses:Rents:Vehicle and Equipment Rent,NON,"37938","2025-01-31","850001",RIcoh,"2025-01-03","842103",KOZICO,"35337",ReimburseCharge,"1",False,"81.2","91",General & Admin Expenses:Rents:Vehicle and Equipment Rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"12","12.0","73.68",SalesItemLineDetail,,,,,"114","7085-00 General & Admin Expenses:Dues & Subscriptions",NON,"37938","2025-01-31","850001",QB Subscription,"2025-01-03","842100",HFTCO,"35593",ReimburseCharge,"1",False,"73.68","114","7085-00 General & Admin Expenses:Dues & Subscriptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"13","13.0","517.28",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37938","2025-01-31","850001",Beckstead,"2025-01-07","842100",HFTCO,"35350",ReimburseCharge,"1",False,"517.28","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"14","14.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37938","2025-01-31","850001",Christine's,"2025-01-08","842100",HFTCO,"35355",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"15","15.0","66.56",SalesItemLineDetail,,,,,"109",General & Admin Expenses:Marketing:Advertising,NON,"37938","2025-01-31","850001",WEB*NETWORKSOLUTIONS - 6677,"2025-01-18","842100",HFTCO,"36857",ReimburseCharge,"1",False,"66.56","109",General & Admin Expenses:Marketing:Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"27112.41",SubTotalLineDetail,,,,,,,,"38150","2025-03-12","100014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"26266.63",SubTotalLineDetail,,,,,,,,"38151","2025-04-28","100015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"0.0",SubTotalLineDetail,,,,,,,,"38152","2025-03-29","100016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"4005.18",SubTotalLineDetail,,,,,,,,"38153","2025-01-28","100017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"10786.58",SubTotalLineDetail,,,,,,,,"38154","2025-04-28","100018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"16","16.0","50.0",SalesItemLineDetail,,,,,"147","6045-00 Payroll:Payroll Related Expenses",NON,"37938","2025-01-31","850001",Megan BooBoo Anniversary,"2025-01-21","842100",HFTCO,"36860",ReimburseCharge,"1",False,"50.0","147","6045-00 Payroll:Payroll Related Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"17","17.0","4705.33",SalesItemLineDetail,,,,,"147","6045-00 Payroll:Payroll Related Expenses",NON,"37938","2025-01-31","850001",Annual Party-40%,"2025-01-22","842100",HFTCO,"35403",ReimburseCharge,"1",False,"4705.33","147","6045-00 Payroll:Payroll Related Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"18","18.0","70.35",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37938","2025-01-31","850001",Christine's,"2025-01-24","842100",HFTCO,"35413",ReimburseCharge,"1",False,"70.35","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"19","19.0","263.82",SalesItemLineDetail,,,,,"110",General & Admin Expenses:Marketing:Cost of Sales,NON,"37938","2025-01-31","850001",ADOBE  *ADOBE,"2025-01-25","842100",HFTCO,"35642",ReimburseCharge,"1",False,"263.82","110",General & Admin Expenses:Marketing:Cost of Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"20","20.0","84.42",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37938","2025-01-31","850001",Christine's,"2025-01-30","842100",HFTCO,"35098",ReimburseCharge,"1",False,"84.42","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","1.0","159.75",SalesItemLineDetail,,,,,"114","7085-00 General & Admin Expenses:Dues & Subscriptions",NON,"37939","2025-02-28","850002",Verizon Connect,"2025-02-01","842100",HFTCO,"35427",ReimburseCharge,"1",False,"159.75","114","7085-00 General & Admin Expenses:Dues & Subscriptions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","2.0","70.0",SalesItemLineDetail,,,,,"109",General & Admin Expenses:Marketing:Advertising,NON,"37939","2025-02-28","850002",YELPINC*855 380 9357,"2025-02-01","842100",HFTCO,"35616",ReimburseCharge,"1",False,"70.0","109",General & Admin Expenses:Marketing:Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"5","3.0","5567.04",SalesItemLineDetail,,,,,"20","2500-00 Prepaid Expenses",NON,"37939","2025-02-28","850002",Insurance - Hibbs,"2025-02-01","842100",HFTCO,"37064",ReimburseCharge,"1",False,"5567.04","20","2500-00 Prepaid Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"6","4.0","2800.37",SalesItemLineDetail,,,,,"20","2500-00 Prepaid Expenses",NON,"37939","2025-02-28","850002",Insurance - Hibbs,"2025-02-01","842100",HFTCO,"37066",ReimburseCharge,"1",False,"2800.37","20","2500-00 Prepaid Expenses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"7","5.0","112.56",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002",Christine's Deli,"2025-02-03","842100",HFTCO,"37018",ReimburseCharge,"1",False,"112.56","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"8","6.0","81.2",SalesItemLineDetail,,,,,"91",General & Admin Expenses:Rents:Vehicle and Equipment Rent,NON,"37939","2025-02-28","850002",RIcoh,"2025-02-03","842103",KOZICO,"37030",ReimburseCharge,"1",False,"81.2","91",General & Admin Expenses:Rents:Vehicle and Equipment Rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"9","7.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002",Christine's Catering,"2025-02-10","842100",HFTCO,"37023",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"0.0",SubTotalLineDetail,,,,,,,,"38155","2025-03-29","100019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"0.0",SalesItemLineDetail,SHIPPING_ITEM_ID,,,,,,,"38583","2025-03-15","791594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1752.42",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1752.42","1.0","71","5000-02 FIT Tours",NON,"38582","2025-03-15","791592",,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2245.02",SubTotalLineDetail,,,,,,,,"38603","2025-03-15","791616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1845.5",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1845.5","1.0","71","5000-02 FIT Tours",NON,"38604","2025-03-15","791617",,,"842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"10","8.0","140.7",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002",Christines,"2025-02-12","842100",HFTCO,"37118",ReimburseCharge,"1",False,"140.7","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"11","9.0","98.49",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002","7 lunches - Christine's","2025-02-13","842100",HFTCO,"37648",ReimburseCharge,"1",False,"98.49","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"12","10.0","126.63",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002",Christine's - Catering,"2025-02-16","842100",HFTCO,"37652",ReimburseCharge,"1",False,"126.63","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"13","11.0","112.56",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002","8 - Christine's","2025-02-17","842100",HFTCO,"37655",ReimburseCharge,"1",False,"112.56","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"14","12.0","84.42",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002","6 - Christine's","2025-02-19","842100",HFTCO,"37660",ReimburseCharge,"1",False,"84.42","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"15","13.0","112.56",SalesItemLineDetail,,,,,"151","6020-00 Tours:Catering",NON,"37939","2025-02-28","850002","8 - Christine's","2025-02-20","842100",HFTCO,"37663",ReimburseCharge,"1",False,"112.56","151","6020-00 Tours:Catering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","17368.64",SalesItemLineDetail,"15",Deposits/Retainer,"17368.64","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"37979","2025-03-07","850003",Exact Science,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0",-17368.64,SalesItemLineDetail,"15",Deposits/Retainer,-17368.64,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"37980","2025-05-14","850004",Exact Science,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","16358.66",SalesItemLineDetail,"137",Groups-Tours,"16358.66","1.0","72","5000-03 Group Tours",NON,"37980","2025-05-14","850004",Exact Science Waterfall,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","3.0","14237.73",SalesItemLineDetail,"137",Groups-Tours,"14237.73","1.0","72","5000-03 Group Tours",NON,"37980","2025-05-14","850004",Exact Science MKSS,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","4.0","13615.85",SalesItemLineDetail,"137",Groups-Tours,"13615.85","1.0","72","5000-03 Group Tours",NON,"37980","2025-05-14","850004",Exact Science Volcano Wikiwiki,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"7","5.0",-3178.58,SalesItemLineDetail,"15",Deposits/Retainer,-3178.58,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"37980","2025-05-14","850004",Exact Science,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1074.27",SalesItemLineDetail,"15",Deposits/Retainer,"1074.27","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"37987","2025-03-06","850005",Gilead Sciences,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0",-1074.27,SalesItemLineDetail,"15",Deposits/Retainer,-1074.27,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"37989","2025-05-02","850006",Gilead Sciences,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1845.5",SubTotalLineDetail,,,,,,,,"38604","2025-03-15","791617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","553.65",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"553.65","1.0","71","5000-02 FIT Tours",NON,"38605","2025-03-15","791618",,,"842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"553.65",SubTotalLineDetail,,,,,,,,"38605","2025-03-15","791618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","369.1",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"369.1","1.0","71","5000-02 FIT Tours",NON,"38606","2025-03-15","791619",,,"842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"6","4.0",-4297.07,SalesItemLineDetail,"15",Deposits/Retainer,-4297.07,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"37989","2025-05-02","850006",,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5762.7",SubTotalLineDetail,,,,,,,,"37989","2025-05-02","850006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5253.66",SalesItemLineDetail,"137",Groups-Tours,"5253.66","1.0","72","5000-03 Group Tours",NON,"38040","2025-05-27","100001",BMC HPC - KW,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","2648.17",SalesItemLineDetail,"137",Groups-Tours,"2648.17","1.0","72","5000-03 Group Tours",NON,"38040","2025-05-27","100001",BMC HPC - KCC,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","3.0","8169.51",SalesItemLineDetail,"137",Groups-Tours,"8169.51","1.0","72","5000-03 Group Tours",NON,"38040","2025-05-27","100001",BMC HPC - VU Wikiwiki,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"6","4.0",-1334.82,SalesItemLineDetail,"15",Deposits/Retainer,-1334.82,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"38040","2025-05-27","100001",BMC HPC due 02/26,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"8","5.0","4060.29",SalesItemLineDetail,"137",Groups-Tours,"4060.29","1.0","72","5000-03 Group Tours",NON,"38040","2025-05-27","100001",BMC HPC-MKSS,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"18796.81",SubTotalLineDetail,,,,,,,,"38040","2025-05-27","100001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1334.82",SalesItemLineDetail,"15",Deposits/Retainer,"1334.82","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"38041","2025-02-26","100002",BMC HPC due 02/26,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1334.82",SubTotalLineDetail,,,,,,,,"38041","2025-02-26","100002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","4240.45",SalesItemLineDetail,"15",Deposits/Retainer,"4240.45","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"38053","2025-03-03","100003",Jamf,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"4240.45",SubTotalLineDetail,,,,,,,,"38053","2025-03-03","100003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","31731.08",SalesItemLineDetail,"137",Groups-Tours,"31731.08","1.0","72","5000-03 Group Tours",NON,"38060","2025-05-13","100004",Baxter Healthcare,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0",-3282.53,SalesItemLineDetail,"15",Deposits/Retainer,-3282.53,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"38060","2025-05-13","100004",Baxter Healthcare,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"3","3.0",-13130.1,SalesItemLineDetail,"15",Deposits/Retainer,-13130.1,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"38060","2025-05-13","100004",Baxter Healthcare,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"15318.45",SubTotalLineDetail,,,,,,,,"38060","2025-05-13","100004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
