"Id","LineNum","Description","Amount","DetailType","SalesItemLineDetail.ItemRef.value","SalesItemLineDetail.ItemRef.name","SalesItemLineDetail.ClassRef.value","SalesItemLineDetail.ClassRef.name","SalesItemLineDetail.UnitPrice","SalesItemLineDetail.Qty","SalesItemLineDetail.ItemAccountRef.value","SalesItemLineDetail.ItemAccountRef.name","SalesItemLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","SalesItemLineDetail.TaxClassificationRef.value","Parent_Entity"
"2","2.0",,"59.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"59.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43313","2025-01-02",#4812,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"59.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"59.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43313","2025-01-02",#4812,EUC-09020802-V1-00120000,SalesReceipt
,,,"174.95",SubTotalLineDetail,,,,,,,,,,"43313","2025-01-02",#4812,,SalesReceipt
"1","1.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43318","2025-01-02",#4817,EUC-09020802-V1-00120000,SalesReceipt
,,,"22.0",SubTotalLineDetail,,,,,,,,,,"43318","2025-01-02",#4817,,SalesReceipt
"1","1.0",,"36.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43317","2025-01-02",#4818,EUC-09020802-V1-00120000,SalesReceipt
,,,"36.0",SubTotalLineDetail,,,,,,,,,,"43317","2025-01-02",#4818,,SalesReceipt
"1","1.0",,"7.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"7.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43316","2025-01-02",#4809,EUC-09020802-V1-00120000,SalesReceipt
,,,"7.5",SubTotalLineDetail,,,,,,,,,,"43316","2025-01-02",#4809,,SalesReceipt
"1","1.0",,"62.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"62.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43315","2025-01-02",#4810,EUC-09020802-V1-00120000,SalesReceipt
,,,"62.0",SubTotalLineDetail,,,,,,,,,,"43315","2025-01-02",#4810,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43321","2025-01-02",#4814,EUC-09020802-V1-00120000,SalesReceipt
,,,"28.0",SubTotalLineDetail,,,,,,,,,,"43321","2025-01-02",#4814,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43320","2025-01-02",#4815,EUC-09020802-V1-00120000,SalesReceipt
,,,"28.0",SubTotalLineDetail,,,,,,,,,,"43320","2025-01-02",#4815,,SalesReceipt
"1","1.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43319","2025-01-02",#4816,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"119.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"119.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43319","2025-01-02",#4816,EUC-09020802-V1-00120000,SalesReceipt
,,,"141.0",SubTotalLineDetail,,,,,,,,,,"43319","2025-01-02",#4816,,SalesReceipt
"1","1.0",,"35.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"35.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43324","2025-01-02",#4822,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"11.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"11.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43324","2025-01-02",#4822,EUC-09020802-V1-00120000,SalesReceipt
,,,"46.99",SubTotalLineDetail,,,,,,,,,,"43324","2025-01-02",#4822,,SalesReceipt
"1","1.0",,"11.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"11.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43323","2025-01-02",#4823,EUC-09020802-V1-00120000,SalesReceipt
,,,"11.99",SubTotalLineDetail,,,,,,,,,,"43323","2025-01-02",#4823,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43322","2025-01-02",#4813,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43322","2025-01-02",#4813,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43327","2025-01-14",#4907,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43327","2025-01-14",#4907,,SalesReceipt
"1","1.0",,"13.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"13.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43326","2025-01-02",#4819,EUC-09020802-V1-00120000,SalesReceipt
,,,"13.5",SubTotalLineDetail,,,,,,,,,,"43326","2025-01-02",#4819,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43325","2025-01-02",#4820,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43325","2025-01-02",#4820,EUC-09020802-V1-00120000,SalesReceipt
,,,"38.99",SubTotalLineDetail,,,,,,,,,,"43325","2025-01-02",#4820,,SalesReceipt
"1","1.0",,"45.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"45.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43331","2025-01-14",#4901,EUC-09020802-V1-00120000,SalesReceipt
,,,"45.0",SubTotalLineDetail,,,,,,,,,,"43331","2025-01-14",#4901,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43330","2025-01-14",#4902,EUC-09020802-V1-00120000,SalesReceipt
,,,"9.99",SubTotalLineDetail,,,,,,,,,,"43330","2025-01-14",#4902,,SalesReceipt
"1","1.0",,"24.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43329","2025-01-14",#4905,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"36.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43329","2025-01-14",#4905,EUC-09020802-V1-00120000,SalesReceipt
,,,"60.99",SubTotalLineDetail,,,,,,,,,,"43329","2025-01-14",#4905,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"5.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43328","2025-01-14",#4906,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43328","2025-01-14",#4906,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43328","2025-01-14",#4906,EUC-09020802-V1-00120000,SalesReceipt
,,,"38.0",SubTotalLineDetail,,,,,,,,,,"43328","2025-01-14",#4906,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43334","2025-01-17",#4918,EUC-09020802-V1-00120000,SalesReceipt
,,,"9.99",SubTotalLineDetail,,,,,,,,,,"43334","2025-01-17",#4918,,SalesReceipt
"1","1.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43333","2025-01-14",#4899,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43333","2025-01-14",#4899,EUC-09020802-V1-00120000,SalesReceipt
,,,"30.0",SubTotalLineDetail,,,,,,,,,,"43333","2025-01-14",#4899,,SalesReceipt
"1","1.0",,"45.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"45.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43332","2025-01-14",#4900,EUC-09020802-V1-00120000,SalesReceipt
,,,"45.0",SubTotalLineDetail,,,,,,,,,,"43332","2025-01-14",#4900,,SalesReceipt
"1","1.0",,"65.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"65.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43337","2025-01-17",#4915,EUC-09020802-V1-00120000,SalesReceipt
,,,"65.0",SubTotalLineDetail,,,,,,,,,,"43337","2025-01-17",#4915,,SalesReceipt
"1","1.0",,"50.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"50.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43336","2025-01-17",#4916,EUC-09020802-V1-00120000,SalesReceipt
,,,"50.0",SubTotalLineDetail,,,,,,,,,,"43336","2025-01-17",#4916,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43335","2025-01-17",#4917,EUC-09020802-V1-00120000,SalesReceipt
,,,"9.99",SubTotalLineDetail,,,,,,,,,,"43335","2025-01-17",#4917,,SalesReceipt
"1","1.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43340","2025-01-17",#4912,EUC-09020802-V1-00120000,SalesReceipt
,,,"22.0",SubTotalLineDetail,,,,,,,,,,"43340","2025-01-17",#4912,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43339","2025-01-17",#4913,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43339","2025-01-17",#4913,EUC-09020802-V1-00120000,SalesReceipt
,,,"52.0",SubTotalLineDetail,,,,,,,,,,"43339","2025-01-17",#4913,,SalesReceipt
"1","1.0",,"19.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"6.5","3.0","77","5000-12 Retail Store Revenue",TAX,"43338","2025-01-17",#4914,EUC-09020802-V1-00120000,SalesReceipt
,,,"19.5",SubTotalLineDetail,,,,,,,,,,"43338","2025-01-17",#4914,,SalesReceipt
"1","1.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43343","2025-01-15",#4909,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"5.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"5.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43343","2025-01-15",#4909,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43343","2025-01-15",#4909,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"4.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43343","2025-01-15",#4909,EUC-09020802-V1-00120000,SalesReceipt
,,,"17.0",SubTotalLineDetail,,,,,,,,,,"43343","2025-01-15",#4909,,SalesReceipt
"1","1.0",,"54.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"54.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43342","2025-01-16",#4910,EUC-09020802-V1-00120000,SalesReceipt
,,,"54.0",SubTotalLineDetail,,,,,,,,,,"43342","2025-01-16",#4910,,SalesReceipt
"1","1.0",,"89.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"89.95","1.0","77","5000-12 Retail Store Revenue",TAX,"43341","2025-01-16",#4911,EUC-09020802-V1-00120000,SalesReceipt
,,,"89.95",SubTotalLineDetail,,,,,,,,,,"43341","2025-01-16",#4911,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43346","2025-01-27",#5005,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"3.25",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"3.25","1.0","77","5000-12 Retail Store Revenue",TAX,"43346","2025-01-27",#5005,EUC-09020802-V1-00120000,SalesReceipt
,,,"27.25",SubTotalLineDetail,,,,,,,,,,"43346","2025-01-27",#5005,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43345","2025-01-28",#5006,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43345","2025-01-28",#5006,EUC-09020802-V1-00120000,SalesReceipt
,,,"20.0",SubTotalLineDetail,,,,,,,,,,"43345","2025-01-28",#5006,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43344","2025-01-28",#5007,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43344","2025-01-28",#5007,,SalesReceipt
"1","1.0",,"36.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43350","2025-01-27",#5001,EUC-09020802-V1-00120000,SalesReceipt
,,,"36.0",SubTotalLineDetail,,,,,,,,,,"43350","2025-01-27",#5001,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43349","2025-01-27",#5002,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43349","2025-01-27",#5002,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43348","2025-01-27",#5003,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43348","2025-01-27",#5003,,SalesReceipt
"1","1.0",,"9.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43347","2025-01-27",#5004,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"9.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43347","2025-01-27",#5004,EUC-09020802-V1-00120000,SalesReceipt
,,,"18.0",SubTotalLineDetail,,,,,,,,,,"43347","2025-01-27",#5004,,SalesReceipt
"1","1.0",,"7.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"7.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43354","2025-01-29",#5014,EUC-09020802-V1-00120000,SalesReceipt
,,,"7.99",SubTotalLineDetail,,,,,,,,,,"43354","2025-01-29",#5014,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43353","2025-01-29",#5015,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43353","2025-01-29",#5015,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43352","2025-01-27",#4999,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"6.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"6.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43352","2025-01-27",#4999,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"8.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43352","2025-01-27",#4999,EUC-09020802-V1-00120000,SalesReceipt
,,,"44.5",SubTotalLineDetail,,,,,,,,,,"43352","2025-01-27",#4999,,SalesReceipt
"1","1.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43351","2025-01-27",#5000,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.99",SubTotalLineDetail,,,,,,,,,,"43351","2025-01-27",#5000,,SalesReceipt
"1","1.0",,"35.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"35.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43358","2025-01-29",#5010,EUC-09020802-V1-00120000,SalesReceipt
,,,"35.0",SubTotalLineDetail,,,,,,,,,,"43358","2025-01-29",#5010,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43357","2025-01-29",#5011,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"43357","2025-01-29",#5011,,SalesReceipt
"1","1.0",,"100.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"100.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43356","2025-01-29",#5012,EUC-09020802-V1-00120000,SalesReceipt
,,,"100.0",SubTotalLineDetail,,,,,,,,,,"43356","2025-01-29",#5012,,SalesReceipt
"1","1.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"18.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43355","2025-01-29",#5013,EUC-09020802-V1-00120000,SalesReceipt
,,,"18.0",SubTotalLineDetail,,,,,,,,,,"43355","2025-01-29",#5013,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43362","2025-01-02",#4807,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43362","2025-01-02",#4807,,SalesReceipt
"1","1.0",,"33.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"33.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43361","2025-01-02",#4804,EUC-09020802-V1-00120000,SalesReceipt
,,,"33.0",SubTotalLineDetail,,,,,,,,,,"43361","2025-01-02",#4804,,SalesReceipt
"1","1.0",,"119.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"119.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43360","2025-01-02",#4805,EUC-09020802-V1-00120000,SalesReceipt
,,,"119.0",SubTotalLineDetail,,,,,,,,,,"43360","2025-01-02",#4805,,SalesReceipt
"1","1.0",,"110.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","5.0","77","5000-12 Retail Store Revenue",TAX,"43359","2025-01-29",#5009,EUC-09020802-V1-00120000,SalesReceipt
,,,"110.0",SubTotalLineDetail,,,,,,,,,,"43359","2025-01-29",#5009,,SalesReceipt
"1","1.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43364","2025-01-02",#4802,EUC-09020802-V1-00120000,SalesReceipt
,,,"15.0",SubTotalLineDetail,,,,,,,,,,"43364","2025-01-02",#4802,,SalesReceipt
"1","1.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43363","2025-01-02",#4803,EUC-09020802-V1-00120000,SalesReceipt
,,,"15.0",SubTotalLineDetail,,,,,,,,,,"43363","2025-01-02",#4803,,SalesReceipt
"1","1.0",,"13.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"13.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43368","2025-01-21",#4945,EUC-09020802-V1-00120000,SalesReceipt
,,,"13.5",SubTotalLineDetail,,,,,,,,,,"43368","2025-01-21",#4945,,SalesReceipt
"1","1.0",,"69.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"69.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43367","2025-01-21",#4946,EUC-09020802-V1-00120000,SalesReceipt
,,,"69.0",SubTotalLineDetail,,,,,,,,,,"43367","2025-01-21",#4946,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"4.0","6.0","77","5000-12 Retail Store Revenue",TAX,"43366","2025-01-21",#4947,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"22.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43366","2025-01-21",#4947,EUC-09020802-V1-00120000,SalesReceipt
,,,"46.0",SubTotalLineDetail,,,,,,,,,,"43366","2025-01-21",#4947,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43365","2025-01-21",#4948,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"40.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"40.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43365","2025-01-21",#4948,EUC-09020802-V1-00120000,SalesReceipt
,,,"64.0",SubTotalLineDetail,,,,,,,,,,"43365","2025-01-21",#4948,,SalesReceipt
"1","1.0",,"54.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"54.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43372","2025-01-21",#4941,EUC-09020802-V1-00120000,SalesReceipt
,,,"54.0",SubTotalLineDetail,,,,,,,,,,"43372","2025-01-21",#4941,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43371","2025-01-21",#4942,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"18.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43371","2025-01-21",#4942,EUC-09020802-V1-00120000,SalesReceipt
,,,"43.0",SubTotalLineDetail,,,,,,,,,,"43371","2025-01-21",#4942,,SalesReceipt
"1","1.0",,"24.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43370","2025-01-21",#4943,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.99",SubTotalLineDetail,,,,,,,,,,"43370","2025-01-21",#4943,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43369","2025-01-21",#4944,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"43369","2025-01-21",#4944,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43376","2025-01-10",#4878,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"13.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"13.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43376","2025-01-10",#4878,EUC-09020802-V1-00120000,SalesReceipt
,,,"43.5",SubTotalLineDetail,,,,,,,,,,"43376","2025-01-10",#4878,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43375","2025-01-09",#4870,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43375","2025-01-09",#4870,,SalesReceipt
"1","1.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43374","2025-01-21",#4939,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43374","2025-01-21",#4939,EUC-09020802-V1-00120000,SalesReceipt
,,,"40.0",SubTotalLineDetail,,,,,,,,,,"43374","2025-01-21",#4939,,SalesReceipt
"1","1.0",,"46.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.95","1.0","77","5000-12 Retail Store Revenue",TAX,"43373","2025-01-21",#4940,EUC-09020802-V1-00120000,SalesReceipt
,,,"46.95",SubTotalLineDetail,,,,,,,,,,"43373","2025-01-21",#4940,,SalesReceipt
"1","1.0",,"62.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"62.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43381","2025-01-10",#4873,EUC-09020802-V1-00120000,SalesReceipt
,,,"62.0",SubTotalLineDetail,,,,,,,,,,"43381","2025-01-10",#4873,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43380","2025-01-10",#4874,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"43380","2025-01-10",#4874,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43379","2025-01-10",#4875,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"43379","2025-01-10",#4875,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43378","2025-01-10",#4876,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43378","2025-01-10",#4876,EUC-09020802-V1-00120000,SalesReceipt
,,,"53.0",SubTotalLineDetail,,,,,,,,,,"43378","2025-01-10",#4876,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43377","2025-01-10",#4877,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43377","2025-01-10",#4877,,SalesReceipt
"1","1.0",,"65.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"65.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43385","2025-01-23",#4957,EUC-09020802-V1-00120000,SalesReceipt
