"DueDate","VendorAddr.Id","VendorAddr.Line1","VendorAddr.City","VendorAddr.CountrySubDivisionCode","VendorAddr.PostalCode","Balance","domain","sparse","Id","SyncToken","MetaData.CreateTime","MetaData.LastModifiedByRef.value","MetaData.LastUpdatedTime","DocNumber","TxnDate","CurrencyRef.value","CurrencyRef.name","VendorRef.value","VendorRef.name","APAccountRef.value","APAccountRef.name","TotalAmt","VendorAddr.Line2","SalesTermRef.value","VendorAddr.Line3","DepartmentRef.value","DepartmentRef.name","PrivateNote","status","VendorAddr.Line4","VendorAddr.Line5","RecurDataRef.value","TxnSource"
"2025-04-05","7821",R&G TIRE CENTER INC,,,,"0.0",QBO,False,"38127","1","2025-03-11T17:40:05-07:00","9341454038075560","2025-03-20T16:10:28-07:00","2120863","2025-03-06",USD,United States Dollar,"656",R&G Tire Center,"31",Accounts Payable,"1124.03","612 Kalanianaole Ave, Bldg. B","8","Hilo, HI  96720-4706","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7822",Christine's Deli,,,,"0.0",QBO,False,"38128","1","2025-03-11T17:44:40-07:00","9341454038075560","2025-03-11T18:03:23-07:00","3061","2025-03-04",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"928.62","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7823",Christine's Deli,,,,"0.0",QBO,False,"38129","1","2025-03-11T17:50:09-07:00","9341454038075560","2025-03-11T18:03:23-07:00","3062","2025-03-05",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"580.89","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7824",Christine's Deli,,,,"0.0",QBO,False,"38131","1","2025-03-11T17:51:15-07:00","9341454038075560","2025-03-11T18:03:23-07:00","3063","2025-03-06",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"1055.25","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7825",Christine's Deli,,,,"0.0",QBO,False,"38132","1","2025-03-11T17:52:27-07:00","9341454038075560","2025-03-11T18:03:23-07:00","3064","2025-03-07",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"605.01","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7826",Christine's Deli,,,,"0.0",QBO,False,"38133","1","2025-03-11T17:55:22-07:00","9341454038075560","2025-03-11T18:03:23-07:00","3067","2025-03-09",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"365.82","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7827",Christine's Deli,,,,"0.0",QBO,False,"38135","1","2025-03-11T17:59:05-07:00","9341454038075560","2025-03-11T18:03:23-07:00","3068","2025-03-10",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"984.9","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-13","10402",Jason Cohn,,,,"0.0",QBO,False,"38138","2","2025-03-11T18:12:51-07:00","9341453574533469","2025-05-14T16:11:57-07:00",,"2025-03-10",USD,United States Dollar,"768",Jason Cohn,"31",Accounts Payable,"811.38",,"15",,"1",Hawaii Forest & Trail,,,,,,
"2025-03-22","7829",Federal Express,,,,"0.0",QBO,False,"38139","1","2025-03-11T18:17:33-07:00","9341454038075560","2025-03-19T17:44:28-07:00","8-792-01746","2025-03-07",USD,United States Dollar,"450",Federal Express *,"31",Accounts Payable,"34.05",P.O. Box 7221,"7","Pasadena, CA  91109-7321","1",Hawaii Forest & Trail,,,,,,
"2025-03-20","9106",Aloha Aina Drones,,,,"3094.0",QBO,False,"38140","5","2025-03-11T18:33:52-07:00","9341453574533469","2025-08-04T16:55:11-07:00","000034","2025-03-06",USD,United States Dollar,"1259",Aloha Aina Drones,"31",Accounts Payable,"3094.0","16C Puuhina Street","15","Hilo, HI  96720-2022","2",Kohala Zipline,,,,,,
"2025-03-13","7889",Charmander Consulting LLC.,,,,"0.0",QBO,False,"38160","3","2025-03-12T18:07:47-07:00","9341453574533469","2025-06-05T19:30:23-07:00","17","2025-03-06",USD,United States Dollar,"347",Amanda Charlotte Glasgo,"31",Accounts Payable,"438.75","106 Meteor Dr B","15","Austin, TX  78745","1",Hawaii Forest & Trail,,,,,,
"2025-03-13",,,,,,"0.0",QBO,False,"38166","1","2025-03-12T18:35:00-07:00","9341454038075560","2025-03-14T19:04:08-07:00",,"2025-03-03",USD,United States Dollar,"418",Debra Woodward,"31",Accounts Payable,"15.72",,"15",,"1",Hawaii Forest & Trail,,,,,,
"2025-03-13","7902",Ka La Corporation dba Sunshine Hardware,,,,"0.0",QBO,False,"38167","1","2025-03-12T19:01:45-07:00","9341454038075560","2025-03-12T19:08:11-07:00",A818780,"2025-02-07",USD,United States Dollar,"1102",KTrue Value {Ka La Corp dba Sunshn Hrdwr},"31",Accounts Payable,"49.72",PO Box 178,"8","Kapaau, HI  96755","2",Kohala Zipline,,,,,,
"2025-03-13","7903",Ka La Corporation dba Sunshine Hardware,,,,"0.0",QBO,False,"38168","1","2025-03-12T19:03:21-07:00","9341454038075560","2025-03-12T19:08:11-07:00",A819450,"2025-02-12",USD,United States Dollar,"1102",KTrue Value {Ka La Corp dba Sunshn Hrdwr},"31",Accounts Payable,"10.03",PO Box 178,"8","Kapaau, HI  96755","2",Kohala Zipline,,,,,,
"2025-03-13","7904",Ka La Corporation dba Sunshine Hardware,,,,"0.0",QBO,False,"38169","1","2025-03-12T19:04:33-07:00","9341454038075560","2025-03-12T19:08:11-07:00",A819619,"2025-02-13",USD,United States Dollar,"1102",KTrue Value {Ka La Corp dba Sunshn Hrdwr},"31",Accounts Payable,"9.72",PO Box 178,"8","Kapaau, HI  96755","2",Kohala Zipline,,,,,,
"2025-03-15","7905",Ka La Corporation dba Sunshine Hardware,,,,"0.0",QBO,False,"38170","1","2025-03-12T19:06:08-07:00","9341454038075560","2025-03-12T19:08:11-07:00",A8211355,"2025-02-13",USD,United States Dollar,"1102",KTrue Value {Ka La Corp dba Sunshn Hrdwr},"31",Accounts Payable,"53.38",PO Box 178,"8","Kapaau, HI  96755","2",Kohala Zipline,,,,,,
"2025-03-31","7906",Pacific Waste Inc.,,,,"0.0",QBO,False,"38172","1","2025-03-12T19:16:43-07:00","9341454038075560","2025-03-26T20:15:35-07:00",INV27448,"2025-03-01",USD,United States Dollar,"632",Pacific Waste Inc.,"31",Accounts Payable,"435.62","74-5610 Alapa Street","8","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-15","9101",Ho'okipa Ranch LLC,,,,"0.0",QBO,False,"38187","2","2025-03-14T15:36:26-07:00","9341453574533469","2025-04-22T18:19:41-07:00",AF 3152025,"2025-02-28",USD,United States Dollar,"978",KHo'okipa Ranch LLC,"31",Accounts Payable,"17768.9",Peter Evanovich,"7",PO Box 6179,"2",Kohala Zipline,,,"Kamuela, HI  96743",,,
"2025-04-01","7918",Hawaii John's Inc.,,,,"0.0",QBO,False,"38189","2","2025-03-14T15:58:28-07:00","9341454038075560","2025-03-14T16:15:19-07:00","72895","2025-03-14",USD,United States Dollar,"482",Hawaii John's Inc.,"31",Accounts Payable,"1449.02",P.O. Box 6362,"6","Kamuela, HI  96743","1",Hawaii Forest & Trail,,,,,,
"2025-03-14","7919",Hawaii Fleet Specialists,,,,"0.0",QBO,False,"38190","1","2025-03-14T16:11:18-07:00","9341454038075560","2025-03-14T16:15:20-07:00","2892","2025-02-25",USD,United States Dollar,"476",Hawaii Fleet Specialists {pick up},"31",Accounts Payable,"216.44","73-5568 Maiau St. Ste 6","6","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-14","7920",Hawaii Fleet Specialists,,,,"0.0",QBO,False,"38191","1","2025-03-14T16:14:08-07:00","9341454038075560","2025-03-14T16:15:20-07:00","2913","2025-03-10",USD,United States Dollar,"476",Hawaii Fleet Specialists {pick up},"31",Accounts Payable,"1746.64","73-5568 Maiau St. Ste 6","6","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-01","7921",Waikoloa Dry Forest Initiative,,,,"0.0",QBO,False,"38194","2","2025-03-14T17:55:10-07:00","9341453575116638","2025-05-14T16:10:36-07:00",WDF2.25,"2025-02-28",USD,United States Dollar,"739",Waikoloa Dry Forest Initiative,"31",Accounts Payable,"720.0",PO Box 384087,"15","Waikoloa, HI  96738","1",Hawaii Forest & Trail,,,,,,
"2025-02-28","9064",Mahilani Partners LLC,,,,"0.0",QBO,False,"38195","2","2025-03-14T17:57:59-07:00","9341453574533469","2025-04-22T16:07:53-07:00",LAV 2.2025,"2025-02-28",USD,United States Dollar,"1222",Mahilani Partners LLC,"31",Accounts Payable,"1707.0",Mahilani Partners LLC,"15",PO Box 275,"1",Hawaii Forest & Trail,,,"Hilo, HI  96721",,,
"2025-03-15","9102",Surety Kohala Corp,,,,"0.0",QBO,False,"38196","2","2025-03-14T17:59:24-07:00","9341453574533469","2025-04-22T18:20:05-07:00",SUR 2.2025,"2025-02-28",USD,United States Dollar,"1091",KSurety Kohala Corp,"31",Accounts Payable,"973.33",PO Box 249,"8","Hawi, HI  96719","2",Kohala Zipline,,,,,,
"2025-03-17","7924",Christine's Deli,,,,"0.0",QBO,False,"38197","1","2025-03-14T18:09:04-07:00","9341454038075560","2025-03-14T19:04:06-07:00","3071","2025-03-12",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"902.49","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-14","7928",Christine's Deli,,,,"0.0",QBO,False,"38199","1","2025-03-14T18:42:21-07:00","9341454038075560","2025-03-14T19:04:06-07:00","3072","2025-03-13",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"703.5","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-17","7929",Christine's Deli,,,,"0.0",QBO,False,"38200","1","2025-03-14T18:43:12-07:00","9341454038075560","2025-03-14T19:04:06-07:00","3070","2025-03-13",USD,United States Dollar,"391",Christine's {p/u @HFT},"31",Accounts Payable,"1083.39","75-159 Lunapule Rd. #1","6","Kailua-Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-21","7930","TRIPLE F DISTRIBUTING, INC.",,,,"0.0",QBO,False,"38201","1","2025-03-14T18:47:28-07:00","9341454038075560","2025-03-19T17:44:29-07:00","2148654","2025-03-13",USD,United States Dollar,"722","TRIPLE F DISTRIBUTING, INC.","31",Accounts Payable,"352.99",PO Box 29960,"15","Honolulu, HI  96820-2360","1",Hawaii Forest & Trail,,,,,,
"2025-03-31","7931",Pacific Waste Inc.,,,,"0.0",QBO,False,"38202","1","2025-03-14T18:50:11-07:00","9341454038075560","2025-03-26T20:35:03-07:00",INV27781,"2025-03-01",USD,United States Dollar,"1052",KPacific Waste Inc.,"31",Accounts Payable,"278.75","74-5610 Alapa St.","15","Kailua Kona, HI  96740-1606","2",Kohala Zipline,,,,,,
"2025-03-30","8905",SURETY KOHALA CORP,,,,"0.0",QBO,False,"38203","2","2025-03-14T18:56:54-07:00","9341453575116638","2025-04-18T16:13:20-07:00",,"2025-02-28",USD,United States Dollar,"697",Surety Kohala Corporation,"31",Accounts Payable,"8228.05",Surety Kohala Corp,"8",P.O. BOX 249,"1",Hawaii Forest & Trail,,,"HAWI, HI  96719",,,
"2025-03-10","9058",Kamehameha Schools,,,,"0.0",QBO,False,"38204","3","2025-03-14T18:58:34-07:00","9341453574533469","2025-04-22T15:33:43-07:00",KS 2.2025,"2025-02-28",USD,United States Dollar,"540",Kamehameha Schools,"31",Accounts Payable,"2085.33",Kamehameha Schools.,"6",PO BOX 30680,"1",Hawaii Forest & Trail,,,"Honolulu, HI  96820-0680",,,
"2025-03-01","9066",Kapapala Ranch,,,,"0.0",QBO,False,"38205","2","2025-03-14T18:59:35-07:00","9341453574533469","2025-04-22T16:18:00-07:00",KR 2.2025,"2025-02-28",USD,United States Dollar,"1242",Kapapala Ranch,"31",Accounts Payable,"250.0",PO Box 537,"15","Pahala, HI  96777","1",Hawaii Forest & Trail,,,,,,
"2025-03-19","7943","Hawaii Petroleum, Inc.",,,,"0.0",QBO,False,"38237","1","2025-03-17T15:07:26-07:00","9341454038075560","2025-03-19T17:44:29-07:00",MAR1505,"2025-03-06",USD,United States Dollar,"485",Hawaii Petroleum LLC,"31",Accounts Payable,"9.34","385 Hukilike St., Suite 101","6","Kahului, HI  96732","1",Hawaii Forest & Trail,,,,,,
"2025-03-09","7944",HAWAII VOLCANOES NATIONAL PARK,,,,"0.0",QBO,False,"38238","1","2025-03-17T15:09:41-07:00","9341453574533469","2025-03-17T15:10:16-07:00","03.09.25","2025-03-09",USD,United States Dollar,"491",HAWAII VOLCANOES NATIONAL PARK  {online},"31",Accounts Payable,"180.0",PO Box 52,"15","HVNP, HI  96718-0052","1",Hawaii Forest & Trail,,,,,,
"2025-03-20","7951",David Muensterman,,,,"0.0",QBO,False,"38282","1","2025-03-17T17:15:52-07:00","9341453574533469","2025-03-17T17:16:22-07:00","787324","2025-02-28",USD,United States Dollar,"553",Kona Concierge{paid in FH},"31",Accounts Payable,"876.68",Kona Concierge,"16","4M's LLC DBA Kona Concierge","1",Hawaii Forest & Trail,,,"76-6263 Koko Olua Way","Kailua Kona, HI  96740",,
"2025-03-20","7954",Love Hawaii Guides Inc,,,,"0.0",QBO,False,"38284","2","2025-03-17T17:17:29-07:00","9341453574533469","2025-03-17T17:19:49-07:00","787326","2025-02-28",USD,United States Dollar,"576",Love Hawaii Guides Inc.{paid in FH},"31",Accounts Payable,"663.26",Love Hawaii Guides Inc.,"16",PO Box 913,"1",Hawaii Forest & Trail,,,"Volcano, HI  96785",,,
"2025-03-20","7956",Hadal{paid in FH},,,,"0.0",QBO,False,"38286","1","2025-03-17T17:22:28-07:00","9341453574533469","2025-03-17T17:22:42-07:00","787350","2025-02-28",USD,United States Dollar,"468",Hadal{paid in FH},"31",Accounts Payable,"93.92","76-6194 Plumeria Rd.","16","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-20","7962",Pacific 19 Experiences LLC,,,,"0.0",QBO,False,"38290","1","2025-03-17T17:31:44-07:00","9341453574533469","2025-03-17T17:31:54-07:00","787415","2025-02-28",USD,United States Dollar,"1049",KPacific 19 Experiences LLC{paid in FH},"31",Accounts Payable,"128.28","2601 Ocean Park Blvd Ste 208","15","Santa Monica, CA  90405","2",Kohala Zipline,,,,,,
"2025-03-20","7965",David Muensterman,,,,"0.0",QBO,False,"38292","1","2025-03-17T17:32:55-07:00","9341453574533469","2025-03-17T17:33:14-07:00","787416","2025-02-28",USD,United States Dollar,"1011",KKona Concierge,"31",Accounts Payable,"98.42",Kona Concierge,"16","4M's LLC DBA Kona Concierge","2",Kohala Zipline,,,"76-6263 Koko Olua Way","Kailua Kona, HI  96740",,
"2025-03-20","7967",Love Hawaii Guide,,,,"0.0",QBO,False,"38294","1","2025-03-17T17:34:22-07:00","9341453574533469","2025-03-17T17:34:43-07:00","787421","2025-02-28",USD,United States Dollar,"1020",KLove Hawaii Guide{paid in FH},"31",Accounts Payable,"431.38",PO Box 913,"16","Volcano, HI  96785","2",Kohala Zipline,,,,,,
"2025-03-20","7969",David Muensterman,,,,"0.0",QBO,False,"38296","1","2025-03-17T17:48:31-07:00","9341453574533469","2025-03-17T17:48:58-07:00","790849","2025-02-28",USD,United States Dollar,"553",Kona Concierge{paid in FH},"31",Accounts Payable,"751.44",Kona Concierge,"16","4M's LLC DBA Kona Concierge","1",Hawaii Forest & Trail,,,"76-6263 Koko Olua Way","Kailua Kona, HI  96740",,
"2025-03-14","8400",HRetail Store,,,,"0.0",QBO,False,"38311","2","2025-03-18T14:59:37-07:00","9341453574533469","2025-06-06T17:32:15-07:00",D50,"2025-03-14",USD,United States Dollar,"500",HRetail Store,"31",Accounts Payable,"61.23",,"15",,"1",Hawaii Forest & Trail,,,,,,
"2025-03-20","7992",Vitamin Sea.Management,,,,"0.0",QBO,False,"38314","1","2025-03-18T15:54:05-07:00","9341453574533469","2025-03-18T16:38:55-07:00","790864","2025-02-28",USD,United States Dollar,"735",Vitamin Sea.Management,"31",Accounts Payable,"375.68","73-1101 Nuuano Pl #D201","15","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-19","8019",Islandwide Mechanical Services,,,,"0.0",QBO,False,"38370","1","2025-03-18T20:11:38-07:00","9341454038075560","2025-03-19T17:44:30-07:00","24732","2025-02-19",USD,United States Dollar,"521",Islandwide Mechanical Services,"31",Accounts Payable,"183.25","73-5617 Maiau St. Unit 6","6","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-24","8100",National Interstate Insurance,,,,"0.0",QBO,False,"38397","3","2025-03-19T19:50:51-07:00","9341453574533469","2025-04-22T17:00:59-07:00","3.9.25NII","2025-03-09",USD,United States Dollar,"614",National Interstate Insurance,"31",Accounts Payable,"6631.26","1001 Kamokila Blvd Ste 201","15","Kapolei, HI  96707-2091","1",Hawaii Forest & Trail,,,,,,
"2025-04-01","9061",Kamehameha Schools,,,,"0.0",QBO,False,"38398","2","2025-03-19T19:54:13-07:00","9341453574533469","2025-04-22T15:46:51-07:00","550842","2025-04-01",USD,United States Dollar,"540",Kamehameha Schools,"31",Accounts Payable,"458.12",Kamehameha Schools.,"6",PO BOX 30680,"1",Hawaii Forest & Trail,,,"Honolulu, HI  96820-0680",,,
"2025-03-28","8098",Island CPR,,,,"0.0",QBO,False,"38413","4","2025-03-20T15:19:17-07:00","9341453574533469","2025-04-22T17:24:11-07:00","9635","2025-02-26",USD,United States Dollar,"518",Island CPR,"31",Accounts Payable,"687.96","73-5574 Maiau St. #4","8","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-04-19","8117",Island CPR,,,,"0.0",QBO,False,"38434","2","2025-03-20T19:34:14-07:00","9341453574533469","2025-04-02T17:00:48-07:00","9687","2025-03-20",USD,United States Dollar,"518",Island CPR,"31",Accounts Payable,"125.65","73-5574 Maiau St. #4","15","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-02-28","8373",Hawaii State Tax Collector *,,,,"0.0",QBO,False,"38438","3","2025-03-20T20:02:11-07:00","9341453575116638","2025-04-23T15:23:13-07:00",,"2025-02-28",USD,United States Dollar,"488",Hawaii State Tax Collector *,"31",Accounts Payable,"16066.54",STATE TAX COLLECTOR,"6",HAWAII DISTRICT OFFICE,"1",Hawaii Forest & Trail,,,PO BOX 1530,"HONOLULU, HI  96806-1530",,
"2025-02-28","8131",Hawaii State Tax Collector *,,,,"0.0",QBO,False,"38442","1","2025-03-20T20:04:34-07:00","9341453574533469","2025-03-20T20:04:48-07:00",,"2025-02-28",USD,United States Dollar,"488",Hawaii State Tax Collector *,"31",Accounts Payable,"304.0",STATE TAX COLLECTOR,"6",HAWAII DISTRICT OFFICE,"1",Hawaii Forest & Trail,,,PO BOX 1530,"HONOLULU, HI  96806-1530",,
"2025-02-28","8133",Hawaii State Tax Collector,,,,"0.0",QBO,False,"38444","1","2025-03-20T20:06:35-07:00","9341453574533469","2025-03-20T20:06:58-07:00",,"2025-02-28",USD,United States Dollar,"968",KHawaii State Tax Collector,"31",Accounts Payable,"5858.26",Hawaii Department of Taxation,"15",PO Box 1425,"2",Kohala Zipline,,,"Honolulu, HI  96806-1425",,,
"2025-03-18","8137","Pacific Basin Communications, LLC..",,,,"0.0",QBO,False,"38459","3","2025-03-21T14:07:28-07:00","9341453574533469","2025-04-22T17:04:59-07:00",PP-87131,"2025-03-18",USD,United States Dollar,"627","Pacific Basin Communications, LLC..","31",Accounts Payable,"2146.6","Pacific Basin Communication, LLC","6",PO Box 913,"1",Hawaii Forest & Trail,,,"Honolulu, HI  96808",,,
"2025-03-28","8139",Renee Perrington,,,,"0.0",QBO,False,"38461","2","2025-03-21T14:40:34-07:00","9341453574533469","2025-03-24T15:59:50-07:00",BGS 3.21.2025,"2025-03-21",USD,United States Dollar,"350",Baby's Got Sauce Catering{p/u HFT},"31",Accounts Payable,"376.2",Baby's Got Sauce,"6",PO Box 51,"1",Hawaii Forest & Trail,,,"76-3010 Kiheahealani","Holualoa, HI  96725",,
"2025-03-21","10396",Hawaii Community Foundation,,,,"0.0",QBO,False,"38462","2","2025-03-21T15:17:29-07:00","9341453575116638","2025-05-14T16:06:46-07:00",HCF 2.28.2025,"2025-02-28",USD,United States Dollar,"474",Hawaii Community Foundation,"31",Accounts Payable,"1666.0","827 Fort Street Mall","15","Honolulu, HI  96813-4317","1",Hawaii Forest & Trail,,,,,,
"2025-03-21","10398",Hawaii Community Foundation,,,,"0.0",QBO,False,"38463","2","2025-03-21T15:18:59-07:00","9341453575116638","2025-05-14T16:09:19-07:00",,"2025-02-28",USD,United States Dollar,"961",KHawaii Community Foundation,"31",Accounts Payable,"502.0","827 Fort Street Mall","15","Honolulu, HI  96813-4317","2",Kohala Zipline,,,,,,
"2025-03-15","8145",Felfredo Galacio,,,,"0.0",QBO,False,"38491","1","2025-03-24T13:18:52-07:00","9341453574533469","2025-03-24T13:19:09-07:00","174","2025-03-15",USD,United States Dollar,"756",Zion's Auto Detailing{p/u HFT},"31",Accounts Payable,"5550.0",Zion Auto Detailing,"6","75-5938 Pamalo Pl","1",Hawaii Forest & Trail,,,"Kailua- Kona, HI  96740",,,
"2025-03-15","8151",Aflac {online},,,,"0.0",QBO,False,"38500","2","2025-03-24T17:40:05-07:00","9341453574533469","2025-03-25T19:16:21-07:00",,"2025-03-01",USD,United States Dollar,"316",Aflac {online},"31",Accounts Payable,"169.34",Aflac,"16",,"1",Hawaii Forest & Trail,,,,,,
"2025-03-25","8249",Hawaii Fleet Specialists,,,,"0.0",QBO,False,"38625","1","2025-03-25T18:54:23-07:00","9341454038075560","2025-03-26T20:15:35-07:00","2946","2025-03-25",USD,United States Dollar,"476",Hawaii Fleet Specialists {pick up},"31",Accounts Payable,"150.39","73-5568 Maiau St. Ste 6","6","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-16","8253",Savvy360 LLC,,,,"0.0",QBO,False,"38630","4","2025-03-25T19:17:32-07:00","9341453574533469","2025-04-22T16:59:41-07:00","5121","2025-03-01",USD,United States Dollar,"672",Savvy360 LLC,"31",Accounts Payable,"1356.02",PO Box 31000,"6","Honolulu, HI  96849-5774","1",Hawaii Forest & Trail,,,,,,
"2025-03-11","8254",Activities & Tours Marketing by TRK Creat,,,,"0.0",QBO,False,"38632","2","2025-03-25T19:36:30-07:00","9341453574533469","2025-05-14T15:45:08-07:00","5303","2025-03-01",USD,United States Dollar,"307",Activities & Tours Marketing by TRK Creat,"31",Accounts Payable,"4100.0","8207 133rd St E","15","Puyallup, WA  98373","1",Hawaii Forest & Trail,,,,,,
"2025-03-01","8975",Jonathan Wilt,,,,"0.0",QBO,False,"38646","6","2025-03-25T19:48:20-07:00","9341453575116638","2025-04-25T13:40:25-07:00","3.3.2025","2025-02-28",USD,United States Dollar,"1172",Credit Card Vendor,"31",Accounts Payable,"10.0",,"15",,"1",Hawaii Forest & Trail,,,,,,
"2025-03-30","8256",Hawaii Petroleum,,,,"0.0",QBO,False,"38656","2","2025-03-25T20:34:51-07:00","9341454038075560","2025-03-26T20:35:04-07:00",CL02719,"2025-02-28",USD,United States Dollar,"967",KHawaii Petroleum,"31",Accounts Payable,"616.38","385 Hukilike St. Ste 101","8","Kahului, HI  96732","2",Kohala Zipline,,,,,,
"2025-04-05","8257",Hawaii Visitors & Convention Bureau,,,,"0.0",QBO,False,"38657","1","2025-03-25T20:40:16-07:00","9341454038075560","2025-03-28T20:18:55-07:00","44510","2025-03-06",USD,United States Dollar,"490",Hawaii Visitors & Convention Bureau,"31",Accounts Payable,"1000.0","2270 Kalakaua Ave., Ste. 801","6","Honolulu, HI  96815","1",Hawaii Forest & Trail,,,,,,
"2025-04-07","8258",Mrs. Barry's Cookies{hand deliver},,,,"0.0",QBO,False,"38659","1","2025-03-25T20:49:03-07:00","9341454038075560","2025-03-26T20:15:34-07:00","3686","2025-03-08",USD,United States Dollar,"611",Mrs. Barry's Cookies{hand deliver},"31",Accounts Payable,"424.56","73-5563 Maiau St.","6","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
"2025-03-28","8259","Hawaii Petroleum, Inc.",,,,"0.0",QBO,False,"38660","1","2025-03-25T21:11:40-07:00","9341454038075560","2025-03-26T20:15:35-07:00","5110265-IN","2025-03-04",USD,United States Dollar,"485",Hawaii Petroleum LLC,"31",Accounts Payable,"2092.54","385 Hukilike St., Suite 101","6","Kahului, HI  96732","1",Hawaii Forest & Trail,,,,,,
"2025-03-28","9107",Lung Rose Voss Wagnild,,,,"0.0",QBO,False,"38661","3","2025-03-25T21:19:58-07:00","9341453575116638","2025-05-08T14:06:04-07:00","96757","2025-03-12",USD,United States Dollar,"1022",KLung Rose Voss Wagnild,"31",Accounts Payable,"753.93",Lung Rose Voss Wagnild,"6",Topa Financial Center,"2",Kohala Zipline,,,"700 Bishop St. Ste 900","PO Box 1760 Honolulu, HI  96806",,
"2025-03-24","8261",World Eatz,,,,"0.0",QBO,False,"38662","1","2025-03-25T21:36:56-07:00","9341454038075560","2025-03-26T20:15:36-07:00",HFT031725,"2025-03-17",USD,United States Dollar,"753",World Eatz {p/u @HFT},"31",Accounts Payable,"4346.62","84-5015 Mamalahoa Hwy","6","Captain Cook, HI  96704","1",Hawaii Forest & Trail,,,,,,
"2025-04-01","8343",Hawaii Dental Service,,,,"0.0",QBO,False,"38663","4","2025-03-25T21:51:15-07:00","9341453575116638","2025-05-14T18:21:27-07:00","006266000000202504","2025-04-01",USD,United States Dollar,"475",Hawaii Dental Service,"31",Accounts Payable,"659.84",PO Box 30500,"6","Honolulu, HI  96820-0500","1",Hawaii Forest & Trail,,,,,,
"2025-04-15","8781",Hawaii John's Inc.,,,,"0.0",QBO,False,"38664","2","2025-03-25T21:56:56-07:00","9341454038075560","2025-04-16T14:26:44-07:00","73453","2025-03-18",USD,United States Dollar,"482",Hawaii John's Inc.,"31",Accounts Payable,"863.87",P.O. Box 6362,"6","Kamuela, HI  96743","1",Hawaii Forest & Trail,,,,,,
"2025-04-01","10164",Reina Santiago,,,,"0.0",QBO,False,"38665","5","2025-03-25T22:21:55-07:00","9341453575116638","2025-05-08T14:53:28-07:00","1045","2025-03-20",USD,United States Dollar,"569",Leiohu Designs {Chauncy},"31",Accounts Payable,"263.81",Leiohu Designs,"6","16-2100 Macadamia Dr","1",Hawaii Forest & Trail,,,"Pahoa, HI  96778",,,
"2025-04-01","8265",Mrs. Barry's Cookies{hand deliver},,,,"0.0",QBO,False,"38666","1","2025-03-25T22:32:20-07:00","9341454038075560","2025-03-26T20:15:34-07:00","3756","2025-03-21",USD,United States Dollar,"611",Mrs. Barry's Cookies{hand deliver},"31",Accounts Payable,"594.7","73-5563 Maiau St.","6","Kailua Kona, HI  96740","1",Hawaii Forest & Trail,,,,,,
